* Freq[Hz]     dBSPL  Phase[Deg]
21.8102     46.286  -101.410
22.1274     46.730   -98.396
22.4492     47.098   -95.441
22.7758     47.386   -92.533
23.1071     47.591   -89.661
23.4432     47.708   -86.816
23.7841     47.727   -83.994
24.1301     47.639   -81.190
24.4811     47.437   -78.405
24.8372     47.106   -75.642
25.1984     46.625   -72.910
25.5649     45.968   -70.225
25.9368     45.096   -67.614
26.3141     43.953   -65.127
26.6968     42.450   -62.864
27.0851     40.431   -61.078
27.4791     37.581   -59.924
27.8788     33.389   -57.754
28.2843     28.639   -70.203
28.6957     31.351   149.431
29.1131     36.199   147.195
29.5365     39.529   147.219
29.9661     41.825   148.461
30.4020     43.452   150.277
30.8442     44.601   152.267
31.2929     45.391   154.242
31.7480     45.884   156.064
32.2098     46.099   157.591
32.6783     46.038   158.658
33.1536     45.714   159.049
33.6359     45.131   158.426
34.1251     44.285   156.256
34.6215     43.209   151.770
35.1250     42.027   143.909
35.6359     41.027   131.858
36.1543     40.615   116.587
36.6802     40.995   101.697
37.2137     41.897    90.387
37.7550     42.884    83.225
38.3041     43.689    79.292
38.8613     44.202    77.617
39.4265     44.372    77.504
40.0000     44.176    78.590
40.5818     43.579    80.768
41.1721     42.532    84.252
41.7710     40.969    89.841
42.3785     38.834    99.662
42.9949     36.362   118.786
43.6203     35.021   152.822
44.2548     36.449  -174.571
44.8985     38.982  -158.167
45.5515     41.238  -151.753
46.2141     43.027  -150.341
46.8863     44.424  -151.830
47.5683     45.518  -155.288
48.2602     46.374  -160.314
48.9621     47.041  -166.832
49.6743     47.569  -175.024
50.3968     48.045   174.807
51.1299     48.610   162.532
51.8736     49.437   148.673
52.6281     50.624   134.597
53.3936     52.110   121.834
54.1702     53.722   111.163
54.9581     55.290   102.472
55.7575     56.711    95.190
56.5685     57.944    88.661
57.3914     58.992    82.307
58.2261     59.883    75.672
59.0730     60.670    68.459
59.9323     61.416    60.583
60.8040     62.181    52.197
61.6884     62.992    43.626
62.5857     63.843    35.226
63.4960     64.697    27.220
64.4196     65.511    19.636
65.3566     66.254    12.337
66.3073     66.911     5.114
67.2717     67.490    -2.236
68.2502     68.012    -9.839
69.2429     68.503   -17.718
70.2501     68.981   -25.796
71.2719     69.456   -33.946
72.3086     69.923   -42.044
73.3603     70.372   -50.009
74.4274     70.789   -57.817
75.5099     71.161   -65.475
76.6083     71.483   -73.008
77.7226     71.746   -80.445
78.8531     71.948   -87.817
80.0000     72.085   -95.165
81.1636     72.159  -102.525
82.3442     72.178  -109.909
83.5419     72.152  -117.278
84.7570     72.086  -124.533
85.9899     71.979  -131.535
87.2406     71.817  -138.161
88.5096     71.578  -144.365
89.7970     71.245  -150.197
91.1031     70.821  -155.763
92.4282     70.331  -161.134
93.7726     69.828  -166.223
95.1366     69.364  -170.731
96.5204     68.967  -174.250
97.9243     68.630  -176.506
99.3486     68.328  -177.564
100.794     68.046  -177.876
102.260     67.801  -178.139
103.747     67.647  -179.004
105.256     67.647   179.230
106.787     67.820   176.757
108.340     68.107   174.027
109.916     68.392   171.337
111.515     68.570   168.633
113.137     68.594   165.646
114.783     68.488   162.168
116.452     68.314   158.293
118.146     68.133   154.437
119.865     67.965   151.126
121.608     67.805   148.722
123.377     67.644   147.280
125.171     67.488   146.531
126.992     67.371   145.979
128.839     67.348   145.145
130.713     67.461   143.850
132.615     67.680   142.212
134.543     67.897   140.328
136.500     68.018   138.089
138.486     68.037   135.291
140.500     68.021   132.070
142.544     67.999   129.052
144.617     67.927   126.740
146.721     67.772   124.909
148.855     67.623   123.031
151.020     67.630   121.115
153.217     67.797   119.556
155.445     67.955   118.228
157.706     67.989   116.351
160.000     67.933   113.474
162.327     67.843   110.090
164.688     67.668   106.918
167.084     67.362   104.191
169.514     67.036   102.202
171.980     66.839   101.621
174.481     66.770   102.529
177.019     66.782   103.912
179.594     66.891   104.451
182.206     67.111   103.509
184.856     67.398   101.480
187.545     67.666    99.298
190.273     67.827    97.662
193.041     67.834    96.600
195.849     67.749    95.611
198.697     67.742    94.238
201.587     67.913    92.554
204.520     68.150    90.740
207.494     68.316    88.650
210.512     68.429    86.392
213.574     68.518    84.488
216.681     68.566    83.044
219.833     68.632    81.478
223.030     68.786    79.314
226.274     68.946    76.444
229.565     68.996    72.976
232.905     68.952    69.637
236.292     68.783    67.317
239.729     68.449    66.015
243.216     68.166    65.063
246.754     68.101    64.039
250.343     68.072    62.702
253.984     67.901    60.774
257.678     67.653    58.996
261.426     67.414    58.477
265.229     67.237    59.081
269.087     67.277    59.531
273.001     67.444    58.995
276.972     67.481    57.639
281.000     67.360    56.363
285.088     67.214    56.166
289.234     67.224    56.976
293.441     67.463    57.464
297.709     67.736    56.509
302.040     67.868    54.125
306.433     67.855    51.163
310.890     67.806    48.732
315.412     67.783    47.442
320.000     67.674    46.756
324.655     67.506    45.966
329.377     67.479    45.159
334.168     67.550    44.378
339.028     67.610    43.063
343.959     67.595    41.291
348.962     67.338    39.916
354.038     66.960    39.453
359.188     66.776    39.475
364.412     66.870    39.087
369.713     67.017    38.051
375.090     66.911    36.825
380.546     66.555    36.048
386.081     66.286    36.257
391.697     66.288    37.654
397.394     66.577    39.042
403.175     66.983    38.869
409.039     67.164    36.947
414.989     66.975    35.011
421.025     66.630    34.860
427.149     66.549    35.607
433.362     66.743    35.391
439.665     66.763    34.442
446.060     66.555    34.469
452.548     66.632    35.115
459.131     66.852    34.807
465.809     66.684    34.089
472.584     66.342    35.081
479.458     66.425    38.205
486.432     66.945    41.021
493.507     67.779    41.758
500.686     68.723    39.031
507.968     69.242    33.735
515.357     69.183    28.292
522.853     68.987    24.723
530.458     68.921    22.028
538.174     68.758    19.185
546.002     68.426    16.655
553.943     68.069    14.856
562.001     67.704    13.554
570.175     67.460    12.768
578.469     67.446    12.540
586.883     67.527    12.361
595.419     67.666    11.666
604.080     67.801    10.323
612.866     67.851     8.507
621.780     67.870     6.516
630.824     67.854     4.434
640.000     67.769     2.424
649.309     67.628     0.728
658.753     67.445    -0.557
668.335     67.242    -1.353
678.056     67.060    -1.678
687.919     66.917    -1.631
697.925     66.827    -1.372
708.077     66.789    -1.076
718.376     66.796    -0.800
728.825     66.822    -0.580
739.426     66.849    -0.393
750.181     66.863    -0.246
761.093     66.876    -0.066
772.163     66.923     0.187
783.394     67.018     0.559
794.789     67.170     0.889
806.349     67.387     0.995
818.078     67.651     0.675
829.977     67.927    -0.152
842.050     68.184    -1.531
854.298     68.393    -3.323
866.724     68.521    -5.299
879.330     68.552    -7.223
892.120     68.512    -8.920
905.097     68.430   -10.233
918.262     68.347   -11.093
931.618     68.302   -11.629
945.169     68.306   -12.102
958.917     68.368   -12.695
972.864     68.456   -13.476
987.015     68.515   -14.309
1001.37     68.525   -14.968
1015.94     68.497   -15.157
1030.71     68.492   -14.733
1045.71     68.602   -13.821
1060.92     68.884   -12.996
1076.35     69.334   -12.970
1092.00     69.874   -14.184
1107.89     70.378   -16.654
1124.00     70.756   -20.098
1140.35     70.965   -24.038
1156.94     71.003   -27.942
1173.77     70.909   -31.385
1190.84     70.758   -34.210
1208.16     70.626   -36.548
1225.73     70.547   -38.715
1243.56     70.483   -41.013
1261.65     70.367   -43.455
1280.00     70.151   -45.650
1298.62     69.850   -47.030
1317.51     69.589   -47.305
1336.67     69.529   -46.952
1356.11     69.721   -47.133
1375.84     70.035   -48.843
1395.85     70.239   -52.138
1416.15     70.159   -56.205
1436.75     69.749   -59.795
1457.65     69.104   -61.664
1478.85     68.485   -61.242
1500.36     68.183   -59.414
1522.19     68.197   -58.114
1544.33     68.240   -58.341
1566.79     68.053   -59.343
1589.58     67.607   -59.484
1612.70     67.132   -57.407
1636.16     66.963   -53.127
1659.95     67.208   -48.303
1684.10     67.703   -44.617
1708.60     68.317   -42.603
1733.45     69.034   -42.274
1758.66     69.799   -43.594
1784.24     70.461   -46.220
1810.19     70.895   -49.402
1836.52     71.128   -52.286
1863.24     71.323   -54.542
1890.34     71.631   -56.671
1917.83     72.018   -59.367
1945.73     72.334   -62.742
1974.03     72.512   -66.382
2002.74     72.624   -69.934
2031.87     72.743   -73.464
2061.43     72.827   -77.095
2091.41     72.798   -80.597
2121.83     72.690   -83.597
2152.69     72.631   -86.144
2184.01     72.643   -88.691
2215.77     72.611   -91.389
2248.00     72.502   -93.901
2280.70     72.448   -96.133
2313.87     72.494   -98.557
2347.53     72.474  -101.380
2381.68     72.292  -104.027
2416.32     72.102  -105.911
2451.46     72.059  -107.336
2487.12     72.083  -108.982
2523.30     72.080  -110.931
2560.00     72.108  -112.950
2597.24     72.162  -115.072
2635.01     72.141  -117.265
2673.34     72.097  -119.247
2712.23     72.153  -121.083
2751.68     72.259  -123.236
2791.70     72.340  -125.861
2832.31     72.417  -128.820
2873.50     72.429  -131.989
2915.30     72.311  -135.071
2957.70     72.176  -137.692
3000.72     72.109  -139.977
3044.37     72.060  -142.357
3088.65     72.025  -144.970
3133.58     71.976  -147.708
3179.16     71.864  -150.420
3225.40     71.749  -152.975
3272.31     71.631  -155.347
3319.91     71.468  -157.493
3368.20     71.347  -159.214
3417.19     71.299  -160.713
3466.89     71.326  -162.584
3517.32     71.384  -164.954
3568.48     71.333  -167.546
3620.39     71.239  -170.029
3673.05     71.185  -172.428
3726.47     71.088  -175.042
3780.67     70.945  -177.560
3835.67     70.797  -179.920
3891.46     70.642   177.761
3948.06     70.426   175.815
4005.49     70.201   174.301
4063.75     70.029   173.261
4122.86     69.881   172.599
4182.82     69.888   172.048
4243.66     70.058   170.712
4305.39     70.155   168.461
4368.01     70.111   166.166
4431.55     70.090   164.239
4496.01     70.137   162.271
4561.40     70.167   160.076
4627.75     70.170   158.054
4695.06     70.237   155.927
4763.35     70.355   153.498
4832.64     70.459   150.730
4902.93     70.579   147.799
4974.24     70.740   144.595
5046.60     70.885   140.865
5120.00     70.945   136.742
5194.47     70.881   132.576
5270.03     70.738   128.959
5346.68     70.609   125.883
5424.45     70.541   123.182
5503.35     70.521   120.316
5583.40     70.511   117.064
5664.61     70.520   113.626
5747.01     70.537   110.095
5830.60     70.493   106.457
5915.41     70.382   102.840
6001.45     70.220    99.362
6088.74     70.026    96.100
6177.30     69.838    93.004
6267.15     69.611    89.947
6358.31     69.353    87.074
6450.80     69.132    84.718
6544.62     68.973    82.673
6639.82     68.927    80.492
6736.40     68.988    77.758
6834.38     69.068    74.381
6933.79     69.109    70.625
7034.64     69.133    66.761
7136.96     69.169    62.884
7240.77     69.225    58.922
7346.09     69.325    54.750
7452.94     69.445    50.207
7561.35     69.539    45.001
7671.33     69.546    39.088
7782.91     69.342    33.154
7896.12     68.939    28.202
8010.97     68.577    24.301
8127.49     68.313    20.654
8245.71     67.988    17.581
8365.65     67.749    15.368
8487.33     67.766    13.301
8610.78     67.940    10.176
8736.03     68.162     5.961
8863.09     68.294     1.653
8992.01     68.388    -2.413
9122.80     68.620    -6.655
9255.50     68.876   -12.125
9390.12     69.003   -18.539
9526.70     68.978   -25.305
9665.27     68.830   -31.614
9805.86     68.665   -37.155
9948.49     68.599   -42.033
10093.2     68.689   -47.102
10240.0     68.887   -52.879
10388.9     69.109   -59.542
10540.1     69.326   -66.901
10693.4     69.471   -75.193
10848.9     69.409   -83.953
11006.7     69.052   -92.208
11166.8     68.465   -98.454
11329.2     67.899  -101.731
11494.0     67.691  -103.188
11661.2     68.037  -105.695
11830.8     68.776  -111.034
12002.9     69.539  -119.224
12177.5     70.074  -129.420
12354.6     70.316  -140.455
12534.3     70.337  -151.494
12716.6     70.258  -162.266
12901.6     70.220  -172.819
13089.2     70.296   176.729
13279.6     70.464   165.621
13472.8     70.681   153.593
13668.8     70.881   140.827
13867.6     71.020   127.130
14069.3     71.051   112.455
14273.9     70.891    97.505
14481.5     70.574    83.084
14692.2     70.373    69.197
14905.9     70.480    54.620
15122.7     70.726    38.019
15342.7     70.824    19.372
15565.8     70.607    -0.452
15792.2     70.111   -20.578
16021.9     69.519   -40.352
16255.0     69.014   -59.730
16491.4     68.710   -79.583
16731.3     68.595  -101.367
16974.7     68.527  -126.106
17221.6     68.432  -153.936
17472.1     68.315   175.612
17726.2     68.047   143.072
17984.0     67.508   108.141
18245.6     66.841    69.734
18511.0     66.181    26.682
18780.2     65.324   -21.611
19053.4     64.080   -76.249
19330.5     62.543  -137.308
19611.7     60.697   151.446
19897.0     58.779    21.805
20186.4     57.869   -17.367
20480.0     57.746   -36.249
20777.9     57.651   -53.984
21080.1     57.557   -71.726
21386.7     57.463   -89.473
21697.8     57.370  -107.225
22013.4     57.278  -124.983
22333.6     57.187  -142.746
22658.4     57.096  -160.515
22988.0     57.006  -178.290
23322.4     56.916   163.931
23661.6     56.827   146.147
24005.8     56.739   128.357
24355.0     56.651   110.563
24709.2     56.565    92.763
25068.6     56.478    74.959
25433.2     56.393    57.151
25803.2     56.308    39.341
26178.5     56.223    21.527
26559.3     56.140     3.709
26945.6     56.056   -14.113
27337.5     55.974   -31.936
27735.2     55.892   -49.761
28138.6     55.810   -67.588
28547.9     55.729   -85.418
28963.1     55.649  -103.248
29384.4     55.569  -121.080
29811.8     55.490  -138.911
30245.4     55.412  -156.743
30685.3     55.334  -174.576
31131.7     55.256   167.593
31584.5     55.179   149.764
32043.9     55.103   131.935
32510.0     55.027   114.108
32982.8     54.951    96.283
33462.6     54.876    78.461
33949.3     54.802    60.642
34443.1     54.728    42.826
34944.1     54.655    25.013
35452.4     54.582     7.205
35968.0     54.509   -10.598
36491.2     54.437   -28.397
37022.0     54.366   -46.191
37560.5     54.295   -63.979
38106.8     54.224   -81.763
38661.1     54.154   -99.539
39223.4     54.085  -115.638
39793.9     54.039  -125.914
