Freq[Hz]      Mag   Phase[Deg]
48.2602     78.375     0.000
48.9621     78.352     0.000
49.6743     78.390     0.000
50.3968     78.428     0.000
51.1299     78.465     0.000
51.8736     78.502     0.000
52.6281     78.535     0.000
53.3936     78.566     0.000
54.1702     78.587     0.000
54.9581     78.606     0.000
55.7575     78.565     0.000
56.5685     78.527     0.000
57.3914     78.492     0.000
58.2261     78.463     0.000
59.0730     78.459     0.000
59.9323     78.460     0.000
60.8040     78.408     0.000
61.6884     78.354     0.000
62.5857     78.324     0.000
63.4960     78.289     0.000
64.4196     78.320     0.000
65.3566     78.349     0.000
66.3073     78.356     0.000
67.2717     78.367     0.000
68.2502     78.338     0.000
69.2429     78.309     0.000
70.2501     78.242     0.000
71.2719     78.158     0.000
72.3086     78.076     0.000
73.3603     77.977     0.000
74.4274     77.946     0.000
75.5099     77.920     0.000
76.6083     77.969     0.000
77.7226     78.049     0.000
78.8531     78.120     0.000
80.0000     78.200     0.000
81.1636     78.190     0.000
82.3442     78.150     0.000
83.5419     78.107     0.000
84.7570     78.057     0.000
85.9899     78.037     0.000
87.2406     78.054     0.000
88.5096     78.076     0.000
89.7970     78.103     0.000
91.1031     78.150     0.000
92.4282     78.159     0.000
93.7726     78.200     0.000
95.1366     78.267     0.000
96.5204     78.316     0.000
97.9243     78.387     0.000
99.3486     78.363     0.000
100.794     78.268     0.000
102.260     78.173     0.000
103.747     78.055     0.000
105.256     77.987     0.000
106.787     77.989     0.000
108.340     78.034     0.000
109.916     78.085     0.000
111.515     78.080     0.000
113.137     78.019     0.000
114.783     77.935     0.000
116.452     77.859     0.000
118.146     77.824     0.000
119.865     77.815     0.000
121.608     77.857     0.000
123.377     77.927     0.000
125.171     77.970     0.000
126.992     77.999     0.000
128.839     77.942     0.000
130.713     77.854     0.000
132.615     77.750     0.000
134.543     77.659     0.000
136.500     77.560     0.000
138.486     77.456     0.000
140.500     77.399     0.000
142.544     77.348     0.000
144.617     77.374     0.000
146.721     77.394     0.000
148.855     77.396     0.000
151.020     77.392     0.000
153.217     77.401     0.000
155.445     77.428     0.000
157.706     77.457     0.000
160.000     77.476     0.000
162.327     77.454     0.000
164.688     77.432     0.000
167.084     77.403     0.000
169.514     77.373     0.000
171.980     77.337     0.000
174.481     77.302     0.000
177.019     77.272     0.000
179.594     77.247     0.000
182.206     77.223     0.000
184.856     77.197     0.000
187.545     77.130     0.000
190.273     77.054     0.000
193.041     76.940     0.000
195.849     76.830     0.000
198.697     76.731     0.000
201.587     76.624     0.000
204.520     76.619     0.000
207.494     76.624     0.000
210.512     76.650     0.000
213.574     76.672     0.000
216.681     76.586     0.000
219.833     76.490     0.000
223.030     76.342     0.000
226.274     76.208     0.000
229.565     76.133     0.000
232.905     76.047     0.000
236.292     76.007     0.000
239.729     75.965     0.000
243.216     75.936     0.000
246.754     75.903     0.000
250.343     75.827     0.000
253.984     75.771     0.000
257.678     75.749     0.000
261.426     75.700     0.000
265.229     75.718     0.000
269.087     75.754     0.000
273.001     75.727     0.000
276.972     75.695     0.000
281.000     75.633     0.000
285.088     75.572     0.000
289.234     75.533     0.000
293.441     75.498     0.000
297.709     75.468     0.000
302.040     75.431     0.000
306.433     75.377     0.000
310.890     75.325     0.000
315.412     75.287     0.000
320.000     75.251     0.000
324.655     75.207     0.000
329.377     75.168     0.000
334.168     75.134     0.000
339.028     75.099     0.000
343.959     75.058     0.000
348.962     75.016     0.000
354.038     75.021     0.000
359.188     75.028     0.000
364.412     75.031     0.000
369.713     75.026     0.000
375.090     75.006     0.000
380.546     74.987     0.000
386.081     74.950     0.000
391.697     74.917     0.000
397.394     74.889     0.000
403.175     74.848     0.000
409.039     74.807     0.000
414.989     74.766     0.000
421.025     74.712     0.000
427.149     74.663     0.000
433.362     74.617     0.000
439.665     74.581     0.000
446.060     74.553     0.000
452.548     74.533     0.000
459.131     74.514     0.000
465.809     74.496     0.000
472.584     74.481     0.000
479.458     74.461     0.000
486.432     74.433     0.000
493.507     74.400     0.000
500.686     74.364     0.000
507.968     74.319     0.000
515.357     74.268     0.000
522.853     74.214     0.000
530.458     74.156     0.000
538.174     74.090     0.000
546.002     74.017     0.000
553.943     73.944     0.000
562.001     73.865     0.000
570.175     73.779     0.000
578.469     73.690     0.000
586.883     73.601     0.000
595.419     73.516     0.000
604.080     73.438     0.000
612.866     73.364     0.000
621.780     73.298     0.000
630.824     73.240     0.000
640.000     73.190     0.000
649.309     73.152     0.000
658.753     73.125     0.000
668.335     73.107     0.000
678.056     73.099     0.000
687.919     73.102     0.000
697.925     73.109     0.000
708.077     73.120     0.000
718.376     73.136     0.000
728.825     73.155     0.000
739.426     73.173     0.000
750.181     73.187     0.000
761.093     73.198     0.000
772.163     73.200     0.000
783.394     73.196     0.000
794.789     73.187     0.000
806.349     73.168     0.000
818.078     73.136     0.000
829.977     73.098     0.000
842.050     73.055     0.000
854.298     73.005     0.000
866.724     72.951     0.000
879.330     72.890     0.000
892.120     72.825     0.000
905.097     72.758     0.000
918.262     72.690     0.000
931.618     72.624     0.000
945.169     72.555     0.000
958.917     72.485     0.000
972.864     72.417     0.000
987.015     72.352     0.000
1001.37     72.290     0.000
1015.94     72.230     0.000
1030.71     72.176     0.000
1045.71     72.129     0.000
1060.92     72.088     0.000
1076.35     72.054     0.000
1092.00     72.027     0.000
1107.89     72.006     0.000
1124.00     71.994     0.000
1140.35     71.987     0.000
1156.94     71.980     0.000
1173.77     71.977     0.000
1190.84     71.973     0.000
1208.16     71.962     0.000
1225.73     71.941     0.000
1243.56     71.911     0.000
1261.65     71.872     0.000
1280.00     71.822     0.000
1298.62     71.760     0.000
1317.51     71.681     0.000
1336.67     71.585     0.000
1356.11     71.473     0.000
1375.84     71.347     0.000
1395.85     71.206     0.000
1416.15     71.047     0.000
1436.75     70.869     0.000
1457.65     70.673     0.000
1478.85     70.465     0.000
1500.36     70.250     0.000
1522.19     70.032     0.000
1544.33     69.825     0.000
1566.79     69.638     0.000
1589.58     69.478     0.000
1612.70     69.358     0.000
1636.16     69.281     0.000
1659.95     69.244     0.000
1684.10     69.243     0.000
1708.60     69.268     0.000
1733.45     69.311     0.000
1758.66     69.367     0.000
1784.24     69.426     0.000
1810.19     69.484     0.000
1836.52     69.539     0.000
1863.24     69.593     0.000
1890.34     69.645     0.000
1917.83     69.692     0.000
1945.73     69.734     0.000
1974.03     69.774     0.000
2002.74     69.814     0.000
2031.87     69.861     0.000
2061.43     69.915     0.000
2091.41     69.977     0.000
2121.83     70.050     0.000
2152.69     70.134     0.000
2184.01     70.233     0.000
2215.77     70.347     0.000
2248.00     70.463     0.000
2280.70     70.571     0.000
2313.87     70.658     0.000
2347.53     70.720     0.000
2381.68     70.754     0.000
2416.32     70.774     0.000
2451.46     70.793     0.000
2487.12     70.821     0.000
2523.30     70.858     0.000
2560.00     70.898     0.000
2597.24     70.928     0.000
2635.01     70.937     0.000
2673.34     70.920     0.000
2712.23     70.883     0.000
2751.68     70.839     0.000
2791.70     70.806     0.000
2832.31     70.789     0.000
2873.50     70.778     0.000
2915.30     70.752     0.000
2957.70     70.697     0.000
3000.72     70.624     0.000
3044.37     70.571     0.000
3088.65     70.591     0.000
3133.58     70.709     0.000
3179.16     70.899     0.000
3225.40     71.097     0.000
3272.31     71.242     0.000
3319.91     71.315     0.000
3368.20     71.345     0.000
3417.19     71.384     0.000
3466.89     71.468     0.000
3517.32     71.592     0.000
3568.48     71.708     0.000
3620.39     71.766     0.000
3673.05     71.743     0.000
3726.47     71.654     0.000
3780.67     71.541     0.000
3835.67     71.439     0.000
3891.46     71.350     0.000
3948.06     71.257     0.000
4005.49     71.154     0.000
4063.75     71.058     0.000
4122.86     70.997     0.000
4182.82     70.981     0.000
4243.66     70.997     0.000
4305.39     71.033     0.000
4368.01     71.085     0.000
4431.55     71.143     0.000
4496.01     71.180     0.000
4561.40     71.167     0.000
4627.75     71.095     0.000
4695.06     70.991     0.000
4763.35     70.904     0.000
4832.64     70.859     0.000
4902.93     70.855     0.000
4974.24     70.886     0.000
5046.60     70.950     0.000
5120.00     71.016     0.000
5194.47     71.044     0.000
5270.03     71.026     0.000
5346.68     70.993     0.000
5424.45     70.967     0.000
5503.35     70.952     0.000
5583.40     70.982     0.000
5664.61     71.107     0.000
5747.01     71.314     0.000
5830.60     71.516     0.000
5915.41     71.645     0.000
6001.45     71.706     0.000
6088.74     71.735     0.000
6177.30     71.724     0.000
6267.15     71.637     0.000
6358.31     71.480     0.000
6450.80     71.315     0.000
6544.62     71.202     0.000
6639.82     71.132     0.000
6736.40     71.075     0.000
6834.38     71.047     0.000
6933.79     71.074     0.000
7034.64     71.135     0.000
7136.96     71.185     0.000
7240.77     71.182     0.000
7346.09     71.106     0.000
7452.94     70.970     0.000
7561.35     70.775     0.000
7671.33     70.515     0.000
7782.91     70.254     0.000
7896.12     70.096     0.000
8010.97     70.091     0.000
8127.49     70.210     0.000
8245.71     70.361     0.000
8365.65     70.422     0.000
8487.33     70.343     0.000
8610.78     70.171     0.000
8736.03     69.982     0.000
8863.09     69.843     0.000
8992.01     69.759     0.000
9122.80     69.743     0.000
9255.50     69.797     0.000
9390.12     69.908     0.000
9526.70     70.026     0.000
9665.27     70.056     0.000
9805.86     69.964     0.000
9948.49     69.754     0.000
10093.2     69.549     0.000
10240.0     69.477     0.000
10388.9     69.554     0.000
10540.1     69.649     0.000
10693.4     69.615     0.000
10848.9     69.409     0.000
11006.7     69.148     0.000
11166.8     68.990     0.000
11329.2     68.971     0.000
11494.0     69.031     0.000
11661.2     69.106     0.000
11830.8     69.137     0.000
12002.9     69.053     0.000
12177.5     68.834     0.000
12354.6     68.646     0.000
12534.3     68.718     0.000
12716.6     68.984     0.000
12901.6     69.150     0.000
13089.2     69.030     0.000
13279.6     68.747     0.000
13472.8     68.603     0.000
13668.8     68.703     0.000
13867.6     68.875     0.000
14069.3     68.928     0.000
14273.9     68.803     0.000
14481.5     68.565     0.000
14692.2     68.426     0.000
14905.9     68.463     0.000
15122.7     68.500     0.000
15342.7     68.392     0.000
15565.8     68.244     0.000
15792.2     68.213     0.000
16021.9     68.147     0.000
16255.0     67.839     0.000
16491.4     67.462     0.000
16731.3     67.254     0.000
16974.7     67.052     0.000
17221.6     66.781     0.000
17472.1     66.466     0.000
17726.2     66.082     0.000
17984.0     65.743     0.000
18245.6     65.544     0.000
18511.0     65.253     0.000
18780.2     64.728     0.000
19053.4     64.198     0.000
19330.5     63.772     0.000
19611.7     63.235     0.000
19897.0     62.714     0.000
20186.4     62.615     0.000
20480.0     62.517     0.000
20777.9     62.420     0.000
21080.1     62.325     0.000
21386.7     62.231     0.000
21697.8     62.138     0.000
22013.4     62.047     0.000
22333.6     61.956     0.000
22658.4     61.867     0.000
22988.0     61.778     0.000
23322.4     61.691     0.000
23661.6     61.604     0.000
24005.8     61.519     0.000
24355.0     61.434     0.000
24709.2     61.351     0.000
25068.6     61.268     0.000
25433.2     61.186     0.000
25803.2     61.105     0.000
26178.5     61.025     0.000
26559.3     60.946     0.000
26945.6     60.867     0.000
27337.5     60.789     0.000
27735.2     60.712     0.000
28138.6     60.635     0.000
28547.9     60.560     0.000
28963.1     60.485     0.000
29384.4     60.411     0.000
29811.8     60.337     0.000
30245.4     60.264     0.000
30685.3     60.191     0.000
31131.7     60.120     0.000
31584.5     60.048     0.000
32043.9     59.977     0.000
32510.0     59.907     0.000
32982.8     59.838     0.000
33462.6     59.768     0.000
33949.3     59.700     0.000
34443.1     59.632     0.000
34944.1     59.564     0.000
35452.4     59.497     0.000
35968.0     59.430     0.000
36491.2     59.364     0.000
37022.0     59.298     0.000
37560.5     59.233     0.000
38106.8     59.168     0.000
38661.1     59.103     0.000
39223.4     59.039     0.000
39793.9     58.975     0.000
