* Freq[Hz]     dBSPL  Phase[Deg]
14.9831     40.213   178.550
15.2010     39.478   176.465
15.4221     38.744   174.349
15.6464     38.013   172.202
15.8740     37.284   170.026
16.1049     36.558   167.824
16.3392     35.834   165.599
16.5768     35.113   163.355
16.8179     34.394   161.095
17.0626     33.680   158.824
17.3107     32.969   156.548
17.5625     32.264   154.273
17.8180     31.565   152.005
18.0771     30.874   149.751
18.3401     30.193   147.520
18.6068     30.103   144.149
18.8775     30.017   140.786
19.1521     29.879   136.807
19.4306     29.659   131.733
19.7133     29.445   126.486
20.0000     29.055   121.301
20.2909     28.624   115.866
20.5860     28.124   110.290
20.8855     27.432   104.761
21.1893     26.798    98.161
21.4975     25.921    93.631
21.8102     25.195    88.820
22.1274     24.644    97.987
22.4492     24.314  -147.898
22.7758     24.373  -128.654
23.1071     24.712  -131.415
23.4432     25.129  -132.584
23.7841     25.655  -137.072
24.1301     26.183  -139.589
24.4811     26.772  -144.495
24.8372     27.443  -148.783
25.1984     27.962  -153.393
25.5649     28.480  -157.972
25.9368     28.804  -161.658
26.3141     29.093  -165.119
26.6968     29.250  -166.891
27.0851     29.389  -168.396
27.4791     29.557  -167.547
27.8788     29.758  -166.410
28.2843     30.190  -163.653
28.6957     30.747  -160.877
29.1131     31.568  -158.020
29.5365     32.564  -156.061
29.9661     33.698  -154.778
30.4020     34.926  -155.356
30.8442     36.165  -156.564
31.2929     37.365  -159.217
31.7480     38.502  -162.482
32.2098     39.588  -166.237
32.6783     40.552  -170.570
33.1536     41.465  -175.021
33.6359     42.310  -179.619
34.1251     43.072   175.751
34.6215     43.795   171.154
35.1250     44.474   166.610
35.6359     45.104   162.194
36.1543     45.711   157.861
36.6802     46.297   153.611
37.2137     46.855   149.471
37.7550     47.562   144.062
38.3041     48.108   139.831
38.8613     48.345   137.938
39.4265     48.807   134.316
40.0000     49.247   130.967
40.5818     49.671   127.939
41.1721     50.092   125.305
41.7710     50.523   123.133
42.3785     51.003   121.567
42.9949     51.562   120.450
43.6203     52.221   119.621
44.2548     53.000   118.884
44.8985     53.904   118.002
45.5515     54.927   116.719
46.2141     56.049   114.807
46.8863     57.238   112.113
47.5683     58.456   108.534
48.2602     59.668   104.166
48.9621     60.852    99.113
49.6743     61.994    93.481
50.3968     63.086    87.370
51.1299     64.123    80.871
51.8736     65.105    74.059
52.6281     66.032    66.992
53.3936     66.905    59.719
54.1702     67.723    52.280
54.9581     68.486    44.711
55.7575     69.193    37.053
56.5685     69.845    29.351
57.3914     70.445    21.654
58.2261     70.994    14.009
59.0730     71.498     6.466
59.9323     71.961    -0.933
60.8040     72.392    -8.150
61.6884     72.799   -15.140
62.5857     73.267   -23.070
63.4960     73.750   -31.034
64.4196     74.001   -34.951
65.3566     74.412   -41.295
66.3073     74.841   -47.760
67.2717     75.279   -54.275
68.2502     75.720   -60.889
69.2429     76.156   -67.623
70.2501     76.582   -74.464
71.2719     76.989   -81.403
72.3086     77.375   -88.393
73.3603     77.741   -95.397
74.4274     78.087  -102.379
75.5099     78.421  -109.325
76.6083     78.746  -116.235
77.7226     79.065  -123.131
78.8531     79.380  -130.034
80.0000     79.687  -136.961
81.1636     79.985  -143.909
82.3442     80.272  -150.861
83.5419     80.549  -157.793
84.7570     80.821  -164.691
85.9899     81.093  -171.566
87.2406     81.377  -178.669
88.5096     81.723   172.677
89.7970     81.949   166.918
91.1031     82.190   160.664
92.4282     82.459   153.536
93.7726     82.723   146.339
95.1366     82.981   139.063
96.5204     83.229   131.702
97.9243     83.464   124.262
99.3486     83.683   116.768
100.794     83.886   109.257
102.260     84.076   101.756
103.747     84.258    94.268
105.256     84.436    86.771
106.787     84.607    79.250
108.340     84.771    71.707
109.916     84.925    64.172
111.515     85.075    56.671
113.137     85.265    47.583
114.783     85.430    40.121
116.452     85.569    34.273
118.146     85.756    26.617
119.865     85.947    18.791
121.608     86.134    10.781
123.377     86.305     2.591
125.171     86.456    -5.727
126.992     86.583   -14.125
128.839     86.690   -22.552
130.713     86.781   -30.985
132.615     86.860   -39.420
134.543     86.931   -47.868
136.500     86.995   -56.344
138.486     87.059   -66.371
140.500     87.106   -74.897
142.544     87.136   -81.880
144.617     87.167   -90.476
146.721     87.191   -99.069
148.855     87.215  -107.661
151.020     87.241  -116.285
153.217     87.271  -124.978
155.445     87.301  -133.767
157.706     87.327  -142.686
160.000     87.340  -151.738
162.327     87.329  -161.734
164.688     87.300  -171.341
167.084     87.266   179.748
169.514     87.233   171.881
171.980     87.191   162.765
174.481     87.152   153.605
177.019     87.108   144.355
179.594     87.050   135.063
182.206     86.985   125.769
184.856     86.912   116.469
187.545     86.824   105.993
190.273     86.750    96.788
193.041     86.689    88.282
195.849     86.631    79.589
198.697     86.579    70.341
201.587     86.537    61.064
204.520     86.506    51.763
207.494     86.490    42.435
210.512     86.495    33.067
213.574     86.536    22.475
216.681     86.593    12.816
219.833     86.661     4.139
223.030     86.757    -5.946
226.274     86.860   -16.301
229.565     86.971   -26.920
232.905     87.084   -37.863
236.292     87.183   -49.123
239.729     87.267   -61.862
243.216     87.316   -73.603
246.754     87.334   -84.221
250.343     87.337   -96.200
253.984     87.322  -108.273
257.678     87.287  -120.423
261.426     87.233  -132.588
265.229     87.167  -145.856
269.087     87.108  -157.847
273.001     87.056  -169.577
276.972     87.017   179.180
281.000     86.991   166.916
285.088     86.989   153.613
289.234     87.017   140.292
293.441     87.054   127.950
297.709     87.088   115.508
302.040     87.108   101.899
306.433     87.127    88.354
310.890     87.148    74.627
315.412     87.174    60.170
320.000     87.202    45.583
324.655     87.208    31.824
329.377     87.220    18.296
334.168     87.239     3.499
339.028     87.221   -13.475
343.959     87.173   -29.536
348.962     87.107   -43.130
354.038     87.040   -57.165
359.188     87.011   -72.227
364.412     87.043   -89.361
369.713     87.102  -105.942
375.090     87.150  -120.536
380.546     87.194  -137.175
386.081     87.229  -154.396
391.697     87.238  -172.218
397.394     87.227   169.888
403.175     87.187   152.530
409.039     87.109   134.362
414.989     87.003   115.364
421.025     86.860    96.170
427.149     86.696    78.527
433.362     86.520    61.194
439.665     86.341    42.389
446.060     86.204    23.436
452.548     86.138     5.761
459.131     86.121   -12.877
465.809     86.131   -32.968
472.584     86.130   -52.348
479.458     86.078   -71.849
486.432     85.975   -92.653
493.507     85.839  -113.469
500.686     85.710  -133.762
507.968     85.637  -153.508
515.357     85.636  -174.768
522.853     85.676   163.448
530.458     85.719   142.505
538.174     85.754   119.880
546.002     85.763    97.420
553.943     85.767    76.112
562.001     85.790    53.317
570.175     85.850    29.053
578.469     85.963     5.777
586.883     86.133   -18.188
595.419     86.340   -43.204
604.080     86.530   -67.831
612.866     86.673   -94.482
621.780     86.710  -123.306
630.824     86.602  -150.787
640.000     86.385  -178.593
649.309     86.147   154.498
658.753     85.941   129.339
668.335     85.827   101.276
678.056     85.841    73.969
687.919     85.935    46.269
697.925     86.055    17.139
708.077     86.105   -11.697
718.376     86.031   -42.877
728.825     85.839   -74.170
739.426     85.578  -104.397
750.181     85.342  -134.080
761.093     85.256  -163.446
772.163     85.348   166.582
783.394     85.574   135.350
794.789     85.839   101.502
806.349     86.031    68.220
818.078     86.096    33.407
829.977     86.096    -2.191
842.050     86.082   -37.496
854.298     86.018   -72.962
866.724     85.942  -107.865
879.330     85.878  -144.827
892.120     85.856   178.404
905.097     85.878   141.360
918.262     85.892   102.494
931.618     85.784    62.106
945.169     85.460    22.155
958.917     85.053   -16.473
972.864     84.759   -54.242
987.015     84.691   -93.066
1001.37     84.842  -133.316
1015.94     84.983  -175.741
1030.71     84.905   141.723
1045.71     84.660    98.853
1060.92     84.497    56.408
1076.35     84.532    14.572
1092.00     84.687   -28.752
1107.89     84.832   -73.576
1124.00     84.846  -119.951
1140.35     84.813  -167.053
1156.94     84.826   145.423
1173.77     84.824    97.339
1190.84     84.794    49.344
1208.16     84.788     0.968
1225.73     84.819   -48.619
1243.56     84.944   -99.925
1261.65     84.983  -152.969
1280.00     84.836   154.553
1298.62     84.670   102.650
1317.51     84.588    50.410
1336.67     84.658    -3.230
1356.11     84.841   -58.095
1375.84     84.914  -115.240
1395.85     84.804  -172.952
1416.15     84.754   130.714
1436.75     84.863    73.535
1457.65     85.066    13.887
1478.85     85.096   -47.690
1500.36     84.966  -109.581
1522.19     84.881  -171.684
1544.33     84.878   126.831
1566.79     85.011    64.079
1589.58     85.145    -1.628
1612.70     85.220   -67.461
1636.16     85.286  -134.231
1659.95     85.394   158.003
1684.10     85.540    88.393
1708.60     85.490    17.289
1733.45     85.392   -52.668
1758.66     85.397  -124.594
1784.24     85.364   162.099
1810.19     85.342    88.087
1836.52     85.338    12.574
1863.24     85.227   -63.980
1890.34     85.134  -140.845
1917.83     85.082   140.840
1945.73     84.932    61.745
1974.03     84.854   -17.668
2002.74     84.842   -99.712
2031.87     84.764   177.470
2061.43     84.739    95.035
2091.41     84.751    10.356
2121.83     84.793   -76.352
2152.69     84.878  -163.396
2184.01     85.035   108.658
2215.77     85.231    17.555
2248.00     85.186   -75.088
2280.70     85.283  -167.788
2313.87     85.338    95.242
2347.53     84.966    -1.310
2381.68     84.933   -97.526
2416.32     84.761   163.026
2451.46     84.339    64.221
2487.12     84.343   -36.403
2523.30     84.217  -139.271
2560.00     84.110   118.148
2597.24     84.222    13.878
2635.01     84.210   -93.473
2673.34     84.159   157.625
2712.23     84.171    47.673
2751.68     84.163   -65.163
2791.70     84.059  -179.656
2832.31     84.014    64.479
2873.50     83.829   -53.198
2915.30     83.477  -171.686
2957.70     83.167    67.823
3000.72     82.694   -52.972
3044.37     82.365  -173.577
3088.65     82.159    62.837
3133.58     82.000   -61.561
3179.16     82.078   171.161
3225.40     82.054    42.811
3272.31     82.209   -87.308
3319.91     82.403   139.354
3368.20     82.594     4.039
3417.19     82.820  -134.566
3466.89     82.830    86.100
3517.32     82.894   -55.900
3568.48     82.953   161.022
3620.39     83.209    16.722
3673.05     83.611  -130.986
3726.47     84.047    77.752
3780.67     84.425   -76.612
3835.67     84.675   126.564
3891.46     84.791   -32.810
3948.06     84.773   165.295
4005.49     84.721     1.859
4063.75     84.561  -163.175
4122.86     84.506    30.992
4182.82     84.586  -137.381
4243.66     84.858    50.417
4305.39     85.228  -123.709
4368.01     85.536    57.582
4431.55     85.678  -124.888
4496.01     85.668    50.631
4561.40     85.507  -135.265
4627.75     85.294    36.579
4695.06     85.174  -153.931
4763.35     85.110    13.796
4832.64     85.156   177.847
4902.93     85.155   -21.914
4974.24     84.978   134.811
5046.60     84.660   -70.991
5120.00     84.264    81.685
5194.47     84.004  -126.523
5270.03     83.940    22.192
5346.68     83.981   167.678
5424.45     84.112   -50.917
5503.35     84.142    85.353
5583.40     84.038  -140.846
5664.61     83.966    -9.614
5747.01     83.907   118.694
5830.60     83.969  -115.606
5915.41     84.173     4.951
6001.45     84.233   121.033
6088.74     84.133  -125.554
6177.30     83.945   -15.942
6267.15     83.669    91.779
6358.31     83.607  -163.375
6450.80     83.714   -63.934
6544.62     83.742    32.110
6639.82     83.710   123.826
6736.40     83.525  -148.187
6834.38     83.412   -61.330
6933.79     83.562    21.214
7034.64     83.745    97.700
7136.96     83.918   170.862
7240.77     84.072  -120.323
7346.09     84.265   -56.246
7452.94     84.604     3.426
7561.35     85.017    57.745
7671.33     85.311   106.887
7782.91     85.516   151.355
7896.12     85.743  -168.451
8010.97     85.978  -132.372
8127.49     86.263  -102.974
8245.71     86.424   -78.698
8365.65     86.472   -58.024
8487.33     86.499   -43.605
8610.78     86.424   -33.386
8736.03     86.271   -28.010
8863.09     86.000   -27.401
8992.01     85.705   -30.825
9122.80     85.405   -38.813
9255.50     85.167   -51.229
9390.12     85.019   -69.803
9526.70     84.862   -93.815
9665.27     84.758  -122.755
9805.86     84.677  -158.188
9948.49     84.643   160.611
10093.2     84.711   114.501
10240.0     84.939    61.809
10388.9     85.191     2.438
10540.1     85.498   -62.547
10693.4     85.755  -134.437
10848.9     85.862   146.624
11006.7     85.988    62.219
11166.8     86.116   -29.054
11329.2     86.214  -127.578
11494.0     86.346   127.071
11661.2     86.451    14.378
11830.8     86.453  -106.922
12002.9     86.386   125.215
12177.5     86.216    -8.780
12354.6     85.989  -150.942
12534.3     85.614    60.113
12716.6     85.160   -95.331
12901.6     84.652   102.652
13089.2     84.081   -65.263
13279.6     83.677   119.758
13472.8     83.447   -62.832
13668.8     83.409   107.469
13867.6     83.544   -91.189
14069.3     83.714    60.939
14273.9     83.847  -154.855
14481.5     83.965   -20.103
14692.2     84.081   105.006
14905.9     84.180  -137.614
15122.7     84.202   -30.088
15342.7     84.143    67.553
15565.8     83.931   156.957
15792.2     83.599  -122.064
16021.9     83.257   -48.879
16255.0     83.020    15.162
16491.4     82.914    70.104
16731.3     82.907   115.192
16974.7     82.954   148.379
17221.6     82.923   171.260
17472.1     82.865  -176.923
17726.2     82.737  -175.721
17984.0     82.460   175.531
18245.6     82.010   157.231
18511.0     81.440   129.746
18780.2     80.943    90.324
19053.4     80.668    40.000
19330.5     80.545   -21.863
19611.7     80.495   -97.929
19897.0     80.319   173.471
20186.4     79.860    74.213
20480.0     79.218   -35.997
20777.9     78.378  -156.162
21080.1     77.434    75.791
21386.7     76.583   -64.001
21697.8     75.826   138.193
22013.4     74.953   -36.454
22333.6     74.180   134.924
22658.4     73.347   -68.370
22988.0     71.860    75.920
23322.4     69.968  -149.400
23661.6     68.164   -27.636
24005.8     66.529    79.150
24355.0     65.364   173.221
24709.2     64.896  -108.122
25068.6     64.749   -51.390
25433.2     64.703   -16.924
25803.2     64.604    -3.301
26178.5     64.231    -5.592
26559.3     63.886   -17.932
26945.6     63.811   -39.737
27337.5     64.321   -72.889
27735.2     65.390  -122.631
28138.6     66.313   174.023
28547.9     67.039    97.224
28963.1     67.576     3.186
29384.4     68.131  -108.115
29811.8     69.064   122.977
30245.4     70.033   -26.040
30685.3     70.730   165.433
31131.7     70.987   -19.961
31584.5     70.999   140.190
32043.9     71.072   -75.927
32510.0     71.251    48.768
32982.8     71.438   154.219
33462.6     71.445  -121.465
33949.3     71.186   -57.802
34443.1     70.749   -11.980
34944.1     70.343    15.508
35452.4     70.219    21.738
35968.0     70.349     4.718
36491.2     70.466   -35.519
37022.0     70.452   -98.493
37560.5     70.263   175.512
38106.8     69.922    68.411
38661.1     69.645   -60.022
39223.4     69.496   147.063
39793.9     69.443   -28.445
