"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce (full horizontal rear)"		"Total Early Reflection"
62.9883	84.0903	62.9883	82.6646	62.9883	83.5574	62.9883	83.3269	62.9883	82.8031	62.9883	83.3196
64.4531	84.0305	64.4531	82.6146	64.4531	83.5033	64.4531	83.2732	64.4531	82.7651	64.4531	83.2678
67.3828	83.8498	67.3828	82.4342	67.3828	83.3259	67.3828	83.1023	67.3828	82.6122	67.3828	83.0948
68.8477	83.7808	68.8477	82.3491	68.8477	83.2505	68.8477	83.0394	68.8477	82.6034	68.8477	83.0337
71.7773	83.7216	71.7773	82.3207	71.7773	83.2156	71.7773	82.9792	71.7773	82.5258	71.7773	82.9814
74.707	83.7277	74.707	82.3852	74.707	83.2524	74.707	83.0027	74.707	82.4923	74.707	83.0005
77.6367	83.6498	77.6367	82.334	77.6367	83.185	77.6367	82.9485	77.6367	82.4777	77.6367	82.9455
79.1016	83.59	79.1016	82.2586	79.1016	83.1215	79.1016	82.8838	79.1016	82.4101	79.1016	82.8798
82.0312	83.4263	82.0312	82.079	82.0312	82.9588	82.0312	82.7032	82.0312	82.2451	82.0312	82.71
84.9609	83.3544	84.9609	82.0699	84.9609	82.9432	84.9609	82.6583	84.9609	82.1314	84.9609	82.6589
87.8906	83.2234	87.8906	81.9054	87.8906	82.7746	87.8906	82.5151	87.8906	82.1716	87.8906	82.5425
90.8203	83.7279	90.8203	82.3163	90.8203	83.3074	90.8203	82.8617	90.8203	81.9933	90.8203	82.8873
95.2148	83.0327	95.2148	81.7107	95.2148	82.5824	95.2148	82.3339	95.2148	81.963	95.2148	82.3494
98.1445	83.1074	98.1445	81.8112	98.1445	82.7004	98.1445	82.3657	98.1445	81.8375	98.1445	82.3934
101.074	82.91	101.074	81.5237	101.074	82.4503	101.074	82.1777	101.074	81.9127	101.074	82.2204
105.469	83.1499	105.469	81.8246	105.469	82.7653	105.469	82.3726	105.469	81.7246	105.469	82.4016
108.398	83.2968	108.398	81.9486	108.398	82.9121	108.398	82.454	108.398	81.6964	108.398	82.5019
112.793	83.2665	112.793	81.943	112.793	82.9177	112.793	82.4298	112.793	81.7359	112.793	82.4967
117.188	83.2676	117.188	81.8173	117.188	82.8654	117.188	82.3544	117.188	81.4998	117.188	82.4096
120.117	83.3727	120.117	82.0292	120.117	83.0293	120.117	82.5202	120.117	81.4038	120.117	82.5269
124.512	83.0077	124.512	81.7311	124.512	82.6676	124.512	82.257	124.512	81.4011	124.512	82.2526
128.906	82.9438	128.906	81.6134	128.906	82.5528	128.906	82.1505	128.906	81.6112	128.906	82.2061
133.301	82.899	133.301	81.4894	133.301	82.5006	133.301	82.0647	133.301	81.4545	133.301	82.1184
139.16	82.8633	139.16	81.407	139.16	82.4735	139.16	81.963	139.16	81.2332	139.16	82.0321
143.555	82.7705	143.555	81.2903	143.555	82.3884	143.555	81.8281	143.555	81.1209	143.555	81.9254
147.949	82.6919	147.949	81.1639	147.949	82.3186	147.949	81.7428	147.949	80.9632	147.949	81.8262
153.809	82.5885	153.809	81.0591	153.809	82.2329	153.809	81.6171	153.809	80.6948	153.809	81.6955
159.668	82.5654	159.668	81.0655	159.668	82.2034	159.668	81.5905	159.668	80.7208	159.668	81.6832
165.527	82.5174	165.527	81.0571	165.527	82.174	165.527	81.5718	165.527	80.8957	165.527	81.6884
171.387	82.5799	171.387	81.1466	171.387	82.289	171.387	81.5482	171.387	80.683	171.387	81.7062
177.246	82.4176	177.246	80.9016	177.246	82.129	177.246	81.3931	177.246	80.1912	177.246	81.4808
183.105	81.9141	183.105	80.4498	183.105	81.6275	183.105	80.9959	183.105	80.1218	183.105	81.0747
188.965	82.0202	188.965	80.335	188.965	81.684	188.965	80.9221	188.965	79.9682	188.965	81.0554
196.289	82.0868	196.289	80.5688	196.289	81.8328	196.289	80.9828	196.289	79.7693	196.289	81.1288
203.613	81.8673	203.613	80.3031	203.613	81.6394	203.613	80.6894	203.613	79.4443	203.613	80.8778
210.938	81.8611	210.938	80.3917	210.938	81.67	210.938	80.7967	210.938	79.2597	210.938	80.8941
218.262	81.6063	218.262	80.0881	218.262	81.3096	218.262	80.5761	218.262	79.3716	218.262	80.6648
225.586	81.6434	225.586	79.9308	225.586	81.2791	225.586	80.4442	225.586	79.3405	225.586	80.6096
232.91	81.7177	232.91	80.0431	232.91	81.4589	232.91	80.5015	232.91	78.874	232.91	80.6359
241.699	81.1299	241.699	79.5177	241.699	80.7946	241.699	80.1009	241.699	78.3248	241.699	80.0828
250.488	80.4358	250.488	78.5875	250.488	79.8329	250.488	79.5705	250.488	78.3689	250.488	79.4279
259.277	78.9745	259.277	76.065	259.277	78.6522	259.277	77.2987	259.277	80.9497	259.277	78.702
268.066	83.2512	268.066	79.5589	268.066	83.1026	268.066	80.2284	268.066	81.2635	268.066	81.7331
276.855	83.143	276.855	80.3995	276.855	82.987	276.855	81.039	276.855	79.658	276.855	81.6686
287.109	82.7082	287.109	80.3793	287.109	82.6771	287.109	80.9205	287.109	79.1163	287.109	81.3743
297.363	82.8801	297.363	80.5536	297.363	82.845	297.363	81.1829	297.363	79.3646	297.363	81.5711
307.617	83.3067	307.617	80.8295	307.617	83.1633	307.617	81.431	307.617	78.9333	307.617	81.8161
319.336	83.2016	319.336	80.3796	319.336	82.8699	319.336	81.1143	319.336	78.7991	319.336	81.5647
329.59	83.4743	329.59	80.5907	329.59	83.2552	329.59	81.6774	329.59	78.8767	329.59	81.8925
341.309	83.8687	341.309	80.8382	341.309	83.5041	341.309	82.0568	341.309	79.6158	341.309	82.2592
353.027	85.1248	353.027	80.8343	353.027	84.5045	353.027	82.9653	353.027	80.2119	353.027	83.1458
366.211	85.8136	366.211	78.8129	366.211	84.1935	366.211	82.8292	366.211	79.8703	366.211	83.0491
379.395	79.2002	379.395	69.8431	379.395	74.9244	379.395	73.3624	379.395	72.2177	379.395	75.1123
392.578	77.9896	392.578	76.2569	392.578	77.0713	392.578	75.7632	392.578	71.7027	392.578	76.204
405.762	78.5635	405.762	76.7337	405.762	78.367	405.762	76.8332	405.762	73.5009	405.762	77.1308
420.41	79.6277	420.41	77.8059	420.41	79.582	420.41	78.1299	420.41	73.8049	420.41	78.2213
435.059	79.2358	435.059	77.5845	435.059	79.3121	435.059	78.0864	435.059	73.7397	435.059	77.9876
451.172	80.2838	451.172	77.5892	451.172	80.1988	451.172	78.7598	451.172	74.4314	451.172	78.7127
465.82	80.6126	465.82	77.9937	465.82	80.3537	465.82	79.1897	465.82	74.4742	465.82	79.0051
483.398	80.6413	483.398	78.0599	483.398	80.4899	483.398	79.4599	483.398	75.1749	483.398	79.1704
499.512	80.4468	499.512	77.9893	499.512	80.5933	499.512	79.1025	499.512	74.7085	499.512	79.0235
517.09	81.5046	517.09	78.8799	517.09	81.6698	517.09	80.3953	517.09	75.4654	517.09	80.0884
536.133	80.6998	536.133	78.7505	536.133	81.406	536.133	79.4744	536.133	75.0317	536.133	79.5537
555.176	81.0853	555.176	78.857	555.176	81.9096	555.176	80.3019	555.176	74.731	555.176	79.9773
574.219	81.4311	574.219	79.4899	574.219	82.0505	574.219	80.5735	574.219	75.3674	574.219	80.3086
594.727	81.3219	594.727	79.7087	594.727	81.8401	594.727	80.0798	594.727	75.8447	594.727	80.188
615.234	81.0269	615.234	80.6418	615.234	82.3495	615.234	79.96	615.234	74.8999	615.234	80.3691
637.207	80.2645	637.207	80.9433	637.207	82.2654	637.207	79.8795	637.207	75.6438	637.207	80.2772
659.18	80.6462	659.18	82.0143	659.18	83.6817	659.18	80.9241	659.18	75.6189	659.18	81.2624
682.617	81.3656	682.617	82.9889	682.617	85.2288	682.617	82.4108	682.617	78.113	682.617	82.5924
707.52	83.0815	707.52	82.6438	707.52	84.8051	707.52	81.7944	707.52	78.0467	707.52	82.574
732.422	82.0063	732.422	81.0961	732.422	84.0758	732.422	80.9569	732.422	76.1195	732.422	81.5144
757.324	80.8256	757.324	78.936	757.324	81.888	757.324	78.2422	757.324	74.3222	757.324	79.5175
785.156	80.2617	785.156	84.1818	785.156	83.1074	785.156	80.7807	785.156	76.5518	785.156	81.6882
811.523	77.2476	811.523	74.7521	811.523	80.5589	811.523	78.494	811.523	74.5847	811.523	77.7247
840.82	76.4697	840.82	76.9036	840.82	81.2128	840.82	78.5641	840.82	75.3143	840.82	78.2143
870.117	81.0725	870.117	74.7743	870.117	77.7117	870.117	74.8087	870.117	73.6547	870.117	77.3325
900.879	76.3813	900.879	78.2467	900.879	79.3851	900.879	76.1466	900.879	71.641	900.879	77.0383
933.105	78.539	933.105	70.9227	933.105	78.5745	933.105	75.9514	933.105	72.7804	933.105	76.3176
965.332	77.8064	965.332	78.7098	965.332	81.3662	965.332	78.8171	965.332	74.0151	965.332	78.7271
1,000.49	79.4315	1,000.49	72.4589	1,000.49	80.3413	1,000.49	77.4917	1,000.49	74.1762	1,000.49	77.7204
1,035.64	80.7916	1,035.64	75.1746	1,035.64	79.8153	1,035.64	77.0208	1,035.64	72.727	1,035.64	78.0325
1,072.27	81.3294	1,072.27	74.6492	1,072.27	79.5336	1,072.27	78.1211	1,072.27	71.7723	1,072.27	78.2571
1,108.89	81.993	1,108.89	78.1147	1,108.89	79.5643	1,108.89	77.2804	1,108.89	72.8501	1,108.89	78.8786
1,148.44	80.0661	1,148.44	77.3492	1,148.44	78.439	1,148.44	75.3389	1,148.44	70.7169	1,148.44	77.3502
1,189.45	82.0377	1,189.45	79.1149	1,189.45	77.3894	1,189.45	75.5375	1,189.45	70.9716	1,189.45	78.3828
1,230.47	80.5892	1,230.47	80.4436	1,230.47	81.2474	1,230.47	78.457	1,230.47	70.6021	1,230.47	79.4462
1,274.41	80.5827	1,274.41	78.9342	1,274.41	80.7518	1,274.41	78.0537	1,274.41	71.1435	1,274.41	78.903
1,319.82	82.0013	1,319.82	78.8696	1,319.82	83.2126	1,319.82	78.5234	1,319.82	72.6025	1,319.82	80.2901
1,366.7	84.0864	1,366.7	75.3731	1,366.7	83.8456	1,366.7	79.504	1,366.7	71.8078	1,366.7	81.055
1,413.57	84.9798	1,413.57	75.6433	1,413.57	82.935	1,413.57	78.5387	1,413.57	72.0853	1,413.57	81.042
1,463.38	86.0855	1,463.38	79.9324	1,463.38	82.0061	1,463.38	77.1817	1,463.38	69.3071	1,463.38	81.6076
1,516.11	85.0612	1,516.11	81.1243	1,516.11	80.3409	1,516.11	76.7559	1,516.11	69.9176	1,516.11	80.9034
1,568.85	84.3762	1,568.85	83.7297	1,568.85	78.5806	1,568.85	76.0876	1,568.85	70.5336	1,568.85	81.0312
1,624.51	82.5911	1,624.51	80.7997	1,624.51	81.4021	1,624.51	78.6394	1,624.51	70.4674	1,624.51	80.205
1,681.64	83.1554	1,681.64	79.5754	1,681.64	83.0998	1,681.64	79.1298	1,681.64	71.65	1,681.64	80.7781
1,741.7	83.0211	1,741.7	81.192	1,741.7	83.3503	1,741.7	79.2013	1,741.7	68.6935	1,741.7	81.0651
1,803.22	83.0705	1,803.22	79.1562	1,803.22	84.1676	1,803.22	80.1816	1,803.22	71.1261	1,803.22	81.2283
1,866.21	83.4148	1,866.21	79.3482	1,866.21	84.1846	1,866.21	79.7819	1,866.21	71.3046	1,866.21	81.3116
1,932.13	82.8935	1,932.13	79.5038	1,932.13	82.3336	1,932.13	78.5994	1,932.13	69.4411	1,932.13	80.3041
1,999.51	81.237	1,999.51	78.9838	1,999.51	82.5747	1,999.51	78.2551	1,999.51	68.7734	1,999.51	79.7077
2,069.82	80.728	2,069.82	78.7497	2,069.82	82.1915	2,069.82	77.5188	2,069.82	67.2665	2,069.82	79.2498
2,143.07	80.1573	2,143.07	77.9762	2,143.07	81.0008	2,143.07	75.7058	2,143.07	64.3186	2,143.07	78.2251
2,219.24	80.4477	2,219.24	78.5536	2,219.24	78.1448	2,219.24	71.6559	2,219.24	59.3569	2,219.24	77.2144
2,296.88	81.4245	2,296.88	81.0615	2,296.88	81.4166	2,296.88	76.0866	2,296.88	65.8158	2,296.88	79.5376
2,378.91	79.4076	2,378.91	81.5244	2,378.91	83.4582	2,378.91	78.6627	2,378.91	68.9545	2,378.91	80.2725
2,462.4	76.5213	2,462.4	80.808	2,462.4	85.0213	2,462.4	80.2988	2,462.4	69.7858	2,462.4	80.7901
2,548.83	74.9458	2,548.83	78.0842	2,548.83	83.7426	2,548.83	79.165	2,548.83	68.2543	2,548.83	79.2582
2,639.65	70.9327	2,639.65	75.1652	2,639.65	80.4381	2,639.65	75.4653	2,639.65	64.2775	2,639.65	75.8824
2,731.93	75.3287	2,731.93	78.4145	2,731.93	82.2353	2,731.93	77.3137	2,731.93	66.3249	2,731.93	78.1823
2,828.61	78.6953	2,828.61	80.5309	2,828.61	83.8752	2,828.61	79.5729	2,828.61	68.6331	2,828.61	80.2453
2,928.22	79.6105	2,928.22	80.6788	2,928.22	85.0788	2,928.22	81.0489	2,928.22	69.1867	2,928.22	81.2448
3,030.76	79.5951	3,030.76	80.4656	3,030.76	85.2501	3,030.76	81.2424	3,030.76	69.5444	3,030.76	81.3323
3,137.7	79.4774	3,137.7	79.8261	3,137.7	84.5897	3,137.7	80.3776	3,137.7	68.9008	3,137.7	80.7137
3,249.02	79.8347	3,249.02	79.5862	3,249.02	83.4596	3,249.02	79.4431	3,249.02	68.5396	3,249.02	80.0354
3,363.28	80.2792	3,363.28	78.598	3,363.28	83.034	3,363.28	78.8671	3,363.28	67.6105	3,363.28	79.6656
3,481.93	79.6921	3,481.93	77.7773	3,481.93	82.5268	3,481.93	78.5086	3,481.93	66.6747	3,481.93	79.1128
3,604.98	80.2833	3,604.98	76.7827	3,604.98	82.033	3,604.98	78.3844	3,604.98	66.6938	3,604.98	78.8955
3,732.42	78.6062	3,732.42	74.5321	3,732.42	81.0984	3,732.42	77.2637	3,732.42	65.3615	3,732.42	77.5802
3,864.26	80.04	3,864.26	73.701	3,864.26	82.1824	3,864.26	77.7882	3,864.26	65.7754	3,864.26	78.4946
4,000.49	81.3813	4,000.49	77.6734	4,000.49	83.2392	4,000.49	79.1632	4,000.49	67.9321	4,000.49	79.9606
4,141.11	80.5093	4,141.11	77.5699	4,141.11	83.5713	4,141.11	79.6224	4,141.11	67.6832	4,141.11	79.9538
4,287.6	80.4494	4,287.6	76.4349	4,287.6	83.8142	4,287.6	79.7026	4,287.6	67.6367	4,287.6	79.9542
4,438.48	79.8854	4,438.48	76.3819	4,438.48	83.2313	4,438.48	79.2411	4,438.48	67.5774	4,438.48	79.4547
4,595.21	78.0985	4,595.21	76.6996	4,595.21	82.2324	4,595.21	78.461	4,595.21	65.3379	4,595.21	78.4769
4,756.35	78.8817	4,756.35	76.8282	4,756.35	82.6083	4,756.35	78.4264	4,756.35	65.4185	4,756.35	78.8182
4,924.8	78.7803	4,924.8	74.3628	4,924.8	82.1643	4,924.8	78.4961	4,924.8	65.5604	4,924.8	78.3474
5,097.66	79.3366	5,097.66	75.4979	5,097.66	82.8641	5,097.66	79.7502	5,097.66	67.4296	5,097.66	79.1868
5,277.83	79.6714	5,277.83	75.9628	5,277.83	83.8976	5,277.83	80.2823	5,277.83	66.9649	5,277.83	79.9052
5,463.87	79.8188	5,463.87	75.3927	5,463.87	83.947	5,463.87	80.7222	5,463.87	66.787	5,463.87	80.0133
5,657.23	77.9931	5,657.23	75.864	5,657.23	83.2892	5,657.23	79.3283	5,657.23	65.9503	5,657.23	79.079
5,856.45	79.9212	5,856.45	75.6031	5,856.45	83.6181	5,856.45	80.0236	5,856.45	66.3773	5,856.45	79.7263
6,062.99	79.4134	6,062.99	78.3489	6,062.99	85.0504	6,062.99	80.9205	6,062.99	68.0637	6,062.99	80.8326
6,276.86	78.2598	6,276.86	77.5365	6,276.86	83.2421	6,276.86	79.4673	6,276.86	66.6568	6,276.86	79.3222
6,498.05	75.8987	6,498.05	79.1184	6,498.05	81.5879	6,498.05	77.853	6,498.05	64.4996	6,498.05	78.1753
6,726.56	78.3523	6,726.56	77.1739	6,726.56	81.0942	6,726.56	77.3986	6,726.56	63.2947	6,726.56	77.872
6,963.87	81.3504	6,963.87	79.1605	6,963.87	86.033	6,963.87	81.7347	6,963.87	67.6754	6,963.87	81.9032
7,209.96	80.9639	7,209.96	78.796	7,209.96	88.3176	7,209.96	83.8132	7,209.96	68.7265	7,209.96	83.5316
7,464.84	74.6147	7,464.84	77.8977	7,464.84	87.7977	7,464.84	82.5648	7,464.84	68.1905	7,464.84	82.4546
7,727.05	79.3938	7,727.05	77.82	7,727.05	83.8852	7,727.05	79.147	7,727.05	64.7765	7,727.05	79.7983
7,999.51	79.9966	7,999.51	73.7839	7,999.51	85.6929	7,999.51	80.9017	7,999.51	65.7034	7,999.51	80.945
8,282.23	81.2447	8,282.23	67.7092	8,282.23	87.7793	8,282.23	82.6035	8,282.23	67.4996	8,282.23	82.6789
8,573.73	79.257	8,573.73	69.292	8,573.73	88.2868	8,573.73	82.854	8,573.73	67.2762	8,573.73	82.8559
8,876.95	79.1945	8,876.95	73.2281	8,876.95	86.2906	8,876.95	80.7689	8,876.95	65.0473	8,876.95	81.1549
9,188.96	80.0932	9,188.96	69.3161	9,188.96	88.2384	9,188.96	82.5267	9,188.96	66.7877	9,188.96	82.8374
9,514.16	77.668	9,514.16	65.8376	9,514.16	89.7322	9,514.16	83.8152	9,514.16	68.1791	9,514.16	83.9786
9,849.61	76.61	9,849.61	72.2715	9,849.61	89.0837	9,849.61	83.1007	9,849.61	67.1824	9,849.61	83.3522
10,196.8	76.8238	10,196.8	71.7261	10,196.8	88.5949	10,196.8	82.5221	10,196.8	65.9746	10,196.8	82.8748
10,555.7	76.7357	10,555.7	72.9701	10,555.7	87.5472	10,555.7	81.1553	10,555.7	64.3981	10,555.7	81.8678
10,927.7	76.9302	10,927.7	67.7336	10,927.7	86.5735	10,927.7	80.1264	10,927.7	63.952	10,927.7	80.899
11,313	77.0598	11,313	69.0785	11,313	87.4298	11,313	80.8543	11,313	64.9509	11,313	81.6855
11,712.9	79.6054	11,712.9	66.7288	11,712.9	87.8537	11,712.9	81.5291	11,712.9	64.9817	11,712.9	82.3118
12,126	75.5034	12,126	66.1958	12,126	89.617	12,126	82.7968	12,126	65.2475	12,126	83.6135
12,553.7	79.6847	12,553.7	70.1871	12,553.7	89.851	12,553.7	83.2717	12,553.7	65.6144	12,553.7	84.1019
12,996.1	81.6208	12,996.1	74.6884	12,996.1	89.8249	12,996.1	83.9736	12,996.1	66.7041	12,996.1	84.4389
13,454.6	80.7952	13,454.6	76.8751	13,454.6	89.3014	13,454.6	83.6496	13,454.6	65.8648	13,454.6	83.9995
13,929.2	78.407	13,929.2	74.0683	13,929.2	91.0342	13,929.2	84.2403	13,929.2	65.1651	13,929.2	85.1387
14,419.9	78.0782	14,419.9	74.3444	14,419.9	91.1138	14,419.9	83.9969	14,419.9	64.8935	14,419.9	85.1531
14,928.2	80.0195	14,928.2	73.3857	14,928.2	91.1907	14,928.2	83.4691	14,928.2	64.7321	14,928.2	85.2191
15,455.6	80.0956	15,455.6	72.753	15,455.6	91.0882	15,455.6	83.1358	15,455.6	63.6561	15,455.6	85.0894
16,000.5	76.3496	16,000.5	70.1427	16,000.5	90.3189	16,000.5	82.9139	16,000.5	63.5231	16,000.5	84.2407
16,564.5	73.007	16,564.5	66.7115	16,564.5	90.701	16,564.5	83.013	16,564.5	63.9132	16,564.5	84.4791
17,148.9	74.6355	17,148.9	66.3005	17,148.9	89.7099	17,148.9	81.9893	17,148.9	62.7412	17,148.9	83.5361
17,752.4	72.4245	17,752.4	71.0289	17,752.4	88.863	17,752.4	81.1543	17,752.4	61.4812	17,752.4	82.7029
18,379.4	74.3825	18,379.4	71.1649	18,379.4	87.4336	18,379.4	80.3618	18,379.4	60.351	18,379.4	81.4866
19,026.9	71.5515	19,026.9	71.0182	19,026.9	86.0867	19,026.9	79.0072	19,026.9	58.7753	19,026.9	80.1148
19,697.8	69.8169	19,697.8	70.3428	19,697.8	86.124	19,697.8	78.5835	19,697.8	58.0095	19,697.8	80.0246
19,999.5	69.6797	19,999.5	70.8707	19,999.5	86.5061	19,999.5	78.7324	19,999.5	58.5863	19,999.5	80.3681
