"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce (full horizontal rear)"		"Total Early Reflection"	
38.0859	68.1809	38.0859	68.769	38.0859	68.1868	38.0859	68.6138	38.0859	70.7736	38.0859	69.0215
39.5508	70.3586	39.5508	70.7944	39.5508	70.3397	39.5508	70.6955	39.5508	72.5848	39.5508	71.0416
41.0156	72.425	41.0156	72.7993	41.0156	72.402	41.0156	72.7388	41.0156	74.4338	41.0156	73.0303
42.4805	74.0693	42.4805	74.4045	42.4805	74.0507	42.4805	74.348	42.4805	75.8849	42.4805	74.6087
43.9453	75.7766	43.9453	76.0911	43.9453	75.7575	43.9453	76.0426	43.9453	77.4762	43.9453	76.2787
45.4102	77.3862	45.4102	77.7029	45.4102	77.3745	45.4102	77.6526	45.4102	78.9809	45.4102	77.8627
46.875	78.8431	46.875	79.1237	46.875	78.8278	46.875	79.0912	46.875	80.3018	46.875	79.2737
48.3398	80.0611	48.3398	80.2809	48.3398	80.0411	48.3398	80.2705	48.3398	81.3577	48.3398	80.4311
51.2695	81.8871	51.2695	82.0874	51.2695	81.8647	51.2695	82.0909	51.2695	83.0257	51.2695	82.2132
52.7344	82.5967	52.7344	82.7807	52.7344	82.5747	52.7344	82.7902	52.7344	83.6419	52.7344	82.8953
54.1992	83.1663	54.1992	83.3415	54.1992	83.1482	54.1992	83.3528	54.1992	84.1286	54.1992	83.443
55.6641	83.631	55.6641	83.7912	55.6641	83.6155	55.6641	83.8066	55.6641	84.5072	55.6641	83.8831
58.5938	84.246	58.5938	84.3564	58.5938	84.2202	58.5938	84.3993	58.5938	84.9981	58.5938	84.4536
60.0586	84.4572	60.0586	84.5532	60.0586	84.4331	60.0586	84.5982	60.0586	85.1264	60.0586	84.6412
62.9883	84.819	62.9883	84.8922	62.9883	84.795	62.9883	84.9443	62.9883	85.3743	62.9883	84.9702
64.4531	84.9441	64.4531	85.0102	64.4531	84.9208	64.4531	85.0658	64.4531	85.4574	64.4531	85.0842
67.3828	85.1425	67.3828	85.1886	67.3828	85.1157	67.3828	85.2544	67.3828	85.5805	67.3828	85.2597
68.8477	85.25	68.8477	85.2796	68.8477	85.2199	68.8477	85.3508	68.8477	85.6361	68.8477	85.3499
71.7773	85.4615	71.7773	85.4639	71.7773	85.4273	71.7773	85.543	71.7773	85.7538	71.7773	85.5315
74.707	85.6266	74.707	85.6136	74.707	85.5948	74.707	85.6957	74.707	85.8364	74.707	85.6743
77.6367	85.7134	77.6367	85.682	77.6367	85.6806	77.6367	85.7721	77.6367	85.8781	77.6367	85.7459
79.1016	85.7401	79.1016	85.7017	79.1016	85.7066	79.1016	85.7965	79.1016	85.8878	79.1016	85.7671
82.0312	85.79	82.0312	85.7446	82.0312	85.758	82.0312	85.8395	82.0312	85.8921	82.0312	85.8052
84.9609	85.8337	84.9609	85.7717	84.9609	85.7995	84.9609	85.8754	84.9609	85.891	84.9609	85.8345
87.8906	85.9135	87.8906	85.8179	87.8906	85.8805	87.8906	85.9208	87.8906	85.8324	87.8906	85.8732
90.8203	85.8969	90.8203	85.7876	90.8203	85.8644	90.8203	85.8974	90.8203	85.7762	90.8203	85.8448
95.2148	85.8701	95.2148	85.7346	95.2148	85.8238	95.2148	85.8666	95.2148	85.7513	95.2148	85.8096
98.1445	85.8243	98.1445	85.6824	98.1445	85.7779	98.1445	85.8169	98.1445	85.6941	98.1445	85.7595
101.074	85.7562	101.074	85.6472	101.074	85.7294	101.074	85.7602	101.074	85.609	101.074	85.7008
105.469	85.764	105.469	85.6125	105.469	85.7314	105.469	85.7061	105.469	85.45	105.469	85.6543
108.398	85.7976	108.398	85.5846	108.398	85.7416	108.398	85.7247	108.398	85.4259	108.398	85.657
112.793	85.7049	112.793	85.5159	112.793	85.6715	112.793	85.6553	112.793	85.3764	112.793	85.5865
117.188	85.6765	117.188	85.4639	117.188	85.6318	117.188	85.5864	117.188	85.2732	117.188	85.5288
120.117	85.6168	120.117	85.42	120.117	85.5855	120.117	85.5279	120.117	85.1948	120.117	85.4717
124.512	85.5394	124.512	85.3268	124.512	85.5049	124.512	85.445	124.512	85.0905	124.512	85.3843
128.906	85.4552	128.906	85.2241	128.906	85.4123	128.906	85.3514	128.906	85.0073	128.906	85.293
133.301	85.3609	133.301	85.1098	133.301	85.317	133.301	85.2485	133.301	84.9175	133.301	85.1937
139.16	85.2602	139.16	84.9572	139.16	85.2111	139.16	85.112	139.16	84.7376	139.16	85.0597
143.555	85.1798	143.555	84.86	143.555	85.1331	143.555	85.0177	143.555	84.6242	143.555	84.9676
147.949	85.1214	147.949	84.765	147.949	85.068	147.949	84.9425	147.949	84.5172	147.949	84.8884
153.809	85.0999	153.809	84.7231	153.809	85.0426	153.809	84.8849	153.809	84.4023	153.809	84.8377
159.668	85.0238	159.668	84.6633	159.668	84.9729	159.668	84.8049	159.668	84.3643	159.668	84.7723
165.527	85.1857	165.527	84.8036	165.527	85.1288	165.527	84.9301	165.527	84.4506	165.527	84.9077
171.387	85.1395	171.387	84.7592	171.387	85.1076	171.387	84.8892	171.387	84.3562	171.387	84.8595
177.246	85.0541	177.246	84.6473	177.246	85.0262	177.246	84.784	177.246	84.1997	177.246	84.7532
183.105	84.9698	183.105	84.5113	183.105	84.9295	183.105	84.6824	183.105	84.2006	183.105	84.6679
188.965	84.979	188.965	84.4778	188.965	84.9333	188.965	84.6442	188.965	84.0802	188.965	84.6352
196.289	84.9881	196.289	84.5042	196.289	84.9662	196.289	84.6628	196.289	84.0644	196.289	84.6502
203.613	84.9509	203.613	84.4652	203.613	84.9581	203.613	84.5399	203.613	83.9178	203.613	84.583
210.938	85.107	210.938	84.5525	210.938	85.0796	210.938	84.6313	210.938	83.9472	210.938	84.6838
218.262	84.9821	218.262	84.4779	218.262	84.9587	218.262	84.575	218.262	83.9412	218.262	84.6033
225.586	84.9905	225.586	84.4259	225.586	84.9795	225.586	84.5149	225.586	84.0155	225.586	84.6007
232.91	85.0183	232.91	84.4394	232.91	85.0518	232.91	84.5051	232.91	83.8304	232.91	84.5917
241.699	85.0765	241.699	84.4157	241.699	85.0656	241.699	84.4649	241.699	83.6137	241.699	84.5597
250.488	85.0213	250.488	84.1259	250.488	84.9544	250.488	84.3211	250.488	83.5376	250.488	84.4266
259.277	85.3427	259.277	84.497	259.277	85.3163	259.277	84.5344	259.277	83.558	259.277	84.698
268.066	85.2611	268.066	84.3987	268.066	85.2196	268.066	84.4351	268.066	83.4596	268.066	84.6037
276.855	85.2057	276.855	84.307	276.855	85.1849	276.855	84.4219	276.855	83.3074	276.855	84.5396
287.109	85.2675	287.109	84.3756	287.109	85.2736	287.109	84.3575	287.109	83.4629	287.109	84.599
297.363	85.2211	297.363	84.3088	297.363	85.3076	297.363	84.4372	297.363	83.4733	297.363	84.6005
307.617	85.5454	307.617	84.5061	307.617	85.5855	307.617	84.4735	307.617	83.225	307.617	84.7506
319.336	85.5333	319.336	84.2744	319.336	85.5085	319.336	84.2565	319.336	83.0004	319.336	84.6139
329.59	85.3219	329.59	84.0948	329.59	85.3647	329.59	84.3116	329.59	82.8019	329.59	84.4769
341.309	85.4532	341.309	84.1964	341.309	85.4878	341.309	84.2843	341.309	82.7785	341.309	84.5498
353.027	85.4763	353.027	83.967	353.027	85.4896	353.027	84.1596	353.027	82.5216	353.027	84.4574
366.211	85.5163	366.211	84.0049	366.211	85.5466	366.211	84.1817	366.211	82.3954	366.211	84.4771
379.395	85.8428	379.395	84.4817	379.395	85.9631	379.395	84.4641	379.395	82.5287	379.395	84.8226
392.578	85.9607	392.578	84.2687	392.578	85.9586	392.578	84.4661	392.578	82.2911	392.578	84.7862
405.762	85.8336	405.762	84.1085	405.762	85.8268	405.762	84.3756	405.762	82.1019	405.762	84.6519
420.41	86.0399	420.41	84.4043	420.41	86.144	420.41	84.4646	420.41	81.8043	420.41	84.8289
435.059	85.6628	435.059	83.9651	435.059	85.7414	435.059	84.3001	435.059	81.7018	435.059	84.5018
451.172	86.1761	451.172	84.3327	451.172	86.3465	451.172	84.4737	451.172	81.7444	451.172	84.9038
465.82	86.0782	465.82	84.3049	465.82	86.2218	465.82	84.5264	465.82	81.0652	465.82	84.786
483.398	85.8655	483.398	84.2291	483.398	86.1997	483.398	84.5051	483.398	81.3062	483.398	84.7271
499.512	85.6491	499.512	83.9819	499.512	85.9126	499.512	84.3782	499.512	80.9343	499.512	84.4888
517.09	86.3572	517.09	84.3366	517.09	86.5983	517.09	84.7713	517.09	81.1062	517.09	85.0231
536.133	85.4109	536.133	83.5205	536.133	85.72	536.133	84.1688	536.133	80.1089	536.133	84.1813
555.176	85.6101	555.176	83.931	555.176	86.317	555.176	84.896	555.176	79.4015	555.176	84.5797
574.219	86.1713	574.219	85.0483	574.219	86.9438	574.219	85.6851	574.219	80.3135	574.219	85.331
594.727	85.756	594.727	84.666	594.727	86.2443	594.727	85.5592	594.727	80.4506	594.727	84.9442
615.234	85.7334	615.234	84.6301	615.234	86.2705	615.234	85.2845	615.234	79.8883	615.234	84.839
637.207	86.0329	637.207	84.4452	637.207	86.3514	637.207	85.2694	637.207	80.4662	637.207	84.9385
659.18	85.611	659.18	83.4727	659.18	85.7146	659.18	84.7583	659.18	79.5277	659.18	84.3074
682.617	85.1304	682.617	83.7901	682.617	85.4731	682.617	84.4072	682.617	79.4006	682.617	84.0851
707.52	85.4014	707.52	83.1319	707.52	85.7662	707.52	84.5222	707.52	79.174	707.52	84.1354
732.422	85.5625	732.422	83.3408	732.422	85.181	732.422	83.8367	732.422	78.8446	732.422	83.8882
757.324	85.765	757.324	83.519	757.324	85.1236	757.324	83.477	757.324	78.7804	757.324	83.8936
785.156	84.776	785.156	81.8102	785.156	86.8455	785.156	84.7541	785.156	79.2092	785.156	84.2091
811.523	86.1245	811.523	82.4824	811.523	84.431	811.523	81.5775	811.523	78.8226	811.523	83.3616
840.82	85.5459	840.82	81.4066	840.82	84.7652	840.82	82.9931	840.82	78.1688	840.82	83.2683
870.117	84.9756	870.117	82.9053	870.117	85.3631	870.117	82.9917	870.117	79.1687	870.117	83.5611
900.879	85.5476	900.879	81.8465	900.879	84.7457	900.879	82.0858	900.879	77.6073	900.879	83.1355
933.105	83.7809	933.105	82.3701	933.105	85.9349	933.105	83.3915	933.105	78.03	933.105	83.3665
965.332	84.1381	965.332	83.0938	965.332	85.4148	965.332	82.4305	965.332	77.8616	965.332	83.2107
1,000.49	83.4238	1,000.49	83.46	1,000.49	86.1338	1,000.49	82.9395	1,000.49	76.6339	1,000.49	83.4052
1,035.64	84.0925	1,035.64	81.3384	1,035.64	85.4951	1,035.64	82.0617	1,035.64	76.1768	1,035.64	82.7845
1,072.27	83.6208	1,072.27	82.0776	1,072.27	84.9521	1,072.27	81.5213	1,072.27	76.7665	1,072.27	82.5224
1,108.89	83.7474	1,108.89	79.5669	1,108.89	83.7523	1,108.89	80.0544	1,108.89	75.8102	1,108.89	81.4869
1,148.44	82.902	1,148.44	82.2749	1,148.44	84.4652	1,148.44	80.6825	1,148.44	74.851	1,148.44	81.9925
1,189.45	82.3819	1,189.45	83.0651	1,189.45	84.5769	1,189.45	80.604	1,189.45	74.0737	1,189.45	82.0571
1,230.47	82.2527	1,230.47	83.7588	1,230.47	84.5388	1,230.47	80.9258	1,230.47	73.8488	1,230.47	82.2427
1,274.41	82.4453	1,274.41	84.2662	1,274.41	85.0229	1,274.41	81.6236	1,274.41	74.701	1,274.41	82.7204
1,319.82	83.5682	1,319.82	83.2993	1,319.82	85.2746	1,319.82	81.6333	1,319.82	75.5466	1,319.82	82.8311
1,366.7	84.3099	1,366.7	84.4353	1,366.7	86.5289	1,366.7	83.0478	1,366.7	76.4092	1,366.7	83.9536
1,413.57	84.8538	1,413.57	85.0702	1,413.57	86.7018	1,413.57	82.6786	1,413.57	74.8696	1,413.57	84.1865
1,463.38	84.7357	1,463.38	86.1562	1,463.38	86.743	1,463.38	81.645	1,463.38	76.0012	1,463.38	84.3728
1,516.11	85.3355	1,516.11	85.9739	1,516.11	86.3842	1,516.11	82.0171	1,516.11	74.977	1,516.11	84.3548
1,568.85	85.0973	1,568.85	83.9267	1,568.85	85.2683	1,568.85	81.5768	1,568.85	74.3575	1,568.85	83.3357
1,624.51	85.8027	1,624.51	84.5387	1,624.51	84.6724	1,624.51	80.967	1,624.51	74.7808	1,624.51	83.4754
1,681.64	87.1494	1,681.64	83.6571	1,681.64	85.4603	1,681.64	82.3662	1,681.64	75.6622	1,681.64	84.1886
1,741.7	87.4402	1,741.7	83.5297	1,741.7	87.3613	1,741.7	82.3842	1,741.7	76.5151	1,741.7	84.8931
1,803.22	87.5881	1,803.22	83.9534	1,803.22	87.5575	1,803.22	82.2655	1,803.22	75.499	1,803.22	85.041
1,866.21	87.5549	1,866.21	84.223	1,866.21	87.5992	1,866.21	82.2338	1,866.21	75.0432	1,866.21	85.0744
1,932.13	87.2577	1,932.13	84.0544	1,932.13	87.203	1,932.13	81.5439	1,932.13	73.6296	1,932.13	84.7044
1,999.51	86.5728	1,999.51	83.6549	1,999.51	87.001	1,999.51	81.3376	1,999.51	73.337	1,999.51	84.2981
2,069.82	86.2944	2,069.82	82.264	2,069.82	86.9715	2,069.82	81.5951	2,069.82	73.3132	2,069.82	84.0078
2,143.07	85.7908	2,143.07	80.6272	2,143.07	87.2806	2,143.07	81.5692	2,143.07	72.2594	2,143.07	83.7654
2,219.24	85.7409	2,219.24	79.7711	2,219.24	86.6714	2,219.24	81.076	2,219.24	71.6784	2,219.24	83.3341
2,296.88	84.7582	2,296.88	79.4437	2,296.88	85.6916	2,296.88	80.0329	2,296.88	71.03	2,296.88	82.4122
2,378.91	83.2956	2,378.91	77.8469	2,378.91	85.3872	2,378.91	79.5721	2,378.91	70.8073	2,378.91	81.6009
2,462.4	80.5417	2,462.4	75.1785	2,462.4	86.5979	2,462.4	80.5277	2,462.4	73.1975	2,462.4	81.6844
2,548.83	80.2195	2,548.83	73.6224	2,548.83	87.5272	2,548.83	81.3613	2,548.83	74.2136	2,548.83	82.3416
2,639.65	80.9687	2,639.65	72.4206	2,639.65	86.9793	2,639.65	81.2305	2,639.65	72.3431	2,639.65	81.9929
2,731.93	79.5148	2,731.93	73.3337	2,731.93	85.942	2,731.93	79.7569	2,731.93	70.0405	2,731.93	80.8526
2,828.61	77.6816	2,828.61	74.6853	2,828.61	85.6118	2,828.61	79.4139	2,828.61	68.9993	2,828.61	80.3936
2,928.22	77.933	2,928.22	75.6761	2,928.22	86.081	2,928.22	79.917	2,928.22	69.6256	2,928.22	80.8775
3,030.76	78.7266	3,030.76	77.7702	3,030.76	86.1642	3,030.76	80.2741	3,030.76	71.4339	3,030.76	81.26
3,137.7	79.5556	3,137.7	79.0079	3,137.7	86.0246	3,137.7	80.3733	3,137.7	70.9951	3,137.7	81.4099
3,249.02	80.3019	3,249.02	79.9686	3,249.02	85.4419	3,249.02	80.5387	3,249.02	70.7152	3,249.02	81.3454
3,363.28	81.0311	3,363.28	80.2379	3,363.28	85.1487	3,363.28	80.4886	3,363.28	70.6243	3,363.28	81.3553
3,481.93	81.5994	3,481.93	81.1418	3,481.93	85.6586	3,481.93	81.0812	3,481.93	70.5467	3,481.93	81.9436
3,604.98	82.2755	3,604.98	81.1757	3,604.98	85.7681	3,604.98	81.4483	3,604.98	70.7858	3,604.98	82.1955
3,732.42	81.7509	3,732.42	81.4556	3,732.42	85.8242	3,732.42	81.5507	3,732.42	71.2646	3,732.42	82.191
3,864.26	81.7761	3,864.26	81.407	3,864.26	86.0028	3,864.26	81.5585	3,864.26	70.9708	3,864.26	82.2677
4,000.49	82.1645	4,000.49	80.752	4,000.49	85.0404	4,000.49	80.6776	4,000.49	70.1227	4,000.49	81.6427
4,141.11	81.6396	4,141.11	80.9836	4,141.11	85.3764	4,141.11	81.2976	4,141.11	69.9774	4,141.11	81.8236
4,287.6	81.3408	4,287.6	80.4939	4,287.6	85.811	4,287.6	81.5113	4,287.6	70.3232	4,287.6	81.9411
4,438.48	81.8756	4,438.48	79.5569	4,438.48	85.8644	4,438.48	81.2741	4,438.48	69.8423	4,438.48	81.8973
4,595.21	81.8282	4,595.21	79.4484	4,595.21	85.3433	4,595.21	81.085	4,595.21	69.467	4,595.21	81.5829
4,756.35	81.8288	4,756.35	78.1064	4,756.35	85.2062	4,756.35	80.926	4,756.35	69.4323	4,756.35	81.3428
4,924.8	81.5748	4,924.8	78.7247	4,924.8	86.063	4,924.8	81.3197	4,924.8	68.5943	4,924.8	81.8465
5,097.66	81.54	5,097.66	78.4252	5,097.66	85.5718	5,097.66	81.2361	5,097.66	69.3612	5,097.66	81.5499
5,277.83	82.5691	5,277.83	78.5026	5,277.83	84.9154	5,277.83	80.1269	5,277.83	68.3485	5,277.83	81.2804
5,463.87	82.0761	5,463.87	78.6227	5,463.87	85.5346	5,463.87	80.8553	5,463.87	68.7338	5,463.87	81.5897
5,657.23	81.5306	5,657.23	79.0257	5,657.23	85.2022	5,657.23	80.7317	5,657.23	67.9621	5,657.23	81.323
5,856.45	81.8055	5,856.45	78.9062	5,856.45	85.0302	5,856.45	80.7312	5,856.45	67.3687	5,856.45	81.2808
6,062.99	82.4766	6,062.99	79.3572	6,062.99	85.3642	6,062.99	80.6438	6,062.99	67.6129	6,062.99	81.6361
6,276.86	83.2067	6,276.86	79.0848	6,276.86	84.9779	6,276.86	80.6441	6,276.86	67.1394	6,276.86	81.6199
6,498.05	82.9817	6,498.05	79.1235	6,498.05	84.9091	6,498.05	80.0391	6,498.05	66.3022	6,498.05	81.4318
6,726.56	82.2156	6,726.56	79.0173	6,726.56	85.3797	6,726.56	80.5371	6,726.56	66.6026	6,726.56	81.5178
6,963.87	82.1434	6,963.87	79.2324	6,963.87	84.8623	6,963.87	79.8211	6,963.87	65.7978	6,963.87	81.1643
7,209.96	82.3855	7,209.96	79.3698	7,209.96	85.2201	7,209.96	79.8887	7,209.96	65.9532	7,209.96	81.4225
7,464.84	82.7167	7,464.84	79.6837	7,464.84	85.2389	7,464.84	79.8423	7,464.84	65.3881	7,464.84	81.5467
7,727.05	83.5162	7,727.05	79.6751	7,727.05	85.0118	7,727.05	79.5601	7,727.05	65.3062	7,727.05	81.6337
7,999.51	83.743	7,999.51	79.6425	7,999.51	85.5007	7,999.51	79.9662	7,999.51	65.2641	7,999.51	81.9662
8,282.23	83.0334	8,282.23	79.6705	8,282.23	84.6818	8,282.23	79.5644	8,282.23	65.2315	8,282.23	81.3446
8,573.73	82.2162	8,573.73	80.0785	8,573.73	84.8629	8,573.73	79.734	8,573.73	65.018	8,573.73	81.2842
8,876.95	83.5305	8,876.95	80.1159	8,876.95	84.2795	8,876.95	79.054	8,876.95	64.3287	8,876.95	81.3301
9,188.96	84.4373	9,188.96	79.8095	9,188.96	84.5211	9,188.96	79.1424	9,188.96	63.662	9,188.96	81.7092
9,514.16	84.018	9,514.16	80.2158	9,514.16	83.8806	9,514.16	78.8865	9,514.16	63.6836	9,514.16	81.3445
9,849.61	83.5146	9,849.61	80.4529	9,849.61	84.0594	9,849.61	79.212	9,849.61	63.6576	9,849.61	81.3098
10,196.8	83.6641	10,196.8	80.2478	10,196.8	84.0188	10,196.8	79.1064	10,196.8	63.4441	10,196.8	81.2986
10,555.7	83.5937	10,555.7	80.4301	10,555.7	84.2735	10,555.7	79.0946	10,555.7	63.6788	10,555.7	81.4
10,927.7	84.2202	10,927.7	80.3531	10,927.7	84.0242	10,927.7	79.0652	10,927.7	62.9843	10,927.7	81.5102
11,313	83.7647	11,313	79.4644	11,313	83.9008	11,313	78.6563	11,313	62.5127	11,313	81.1195
11,712.9	83.3406	11,712.9	79.4317	11,712.9	83.903	11,712.9	78.4407	11,712.9	61.6648	11,712.9	80.9376
12,126	83.4374	12,126	79.0774	12,126	83.8066	12,126	78.3638	12,126	61.6812	12,126	80.8768
12,553.7	84.1092	12,553.7	78.5613	12,553.7	83.8609	12,553.7	78.1896	12,553.7	61.0918	12,553.7	81.0711
12,996.1	83.7129	12,996.1	78.3879	12,996.1	83.8598	12,996.1	77.8143	12,996.1	60.3544	12,996.1	80.8555
13,454.6	82.6481	13,454.6	77.8028	13,454.6	83.5994	13,454.6	77.3156	13,454.6	59.5133	13,454.6	80.2378
13,929.2	83.2886	13,929.2	77.599	13,929.2	83.6096	13,929.2	77.1251	13,929.2	58.965	13,929.2	80.4354
14,419.9	82.5374	14,419.9	77.2287	14,419.9	83.7206	14,419.9	76.7962	14,419.9	58.2578	14,419.9	80.1387
14,928.2	82.8557	14,928.2	76.7993	14,928.2	83.7578	14,928.2	76.4084	14,928.2	57.6717	14,928.2	80.1932
15,455.6	82.5811	15,455.6	76.425	15,455.6	83.6867	15,455.6	76.0431	15,455.6	57.3318	15,455.6	79.996
16,000.5	82.6375	16,000.5	76.2942	16,000.5	83.6799	16,000.5	75.7158	16,000.5	56.8456	16,000.5	79.9761
16,564.5	82.5426	16,564.5	75.9453	16,564.5	83.6925	16,564.5	75.6886	16,564.5	57.152	16,564.5	79.9166
17,148.9	82.4991	17,148.9	75.4087	17,148.9	83.714	17,148.9	75.9969	17,148.9	57.7942	17,148.9	79.8954
17,752.4	82.3039	17,752.4	75.0417	17,752.4	83.6637	17,752.4	76.3832	17,752.4	58.1263	17,752.4	79.8092
18,379.4	82.1098	18,379.4	75.1564	18,379.4	83.6377	18,379.4	76.7549	18,379.4	58.2481	18,379.4	79.7722
19,026.9	82.6884	19,026.9	75.9361	19,026.9	83.9311	19,026.9	77.6742	19,026.9	58.9697	19,026.9	80.2653
19,697.8	81.9373	19,697.8	75.5838	19,697.8	83.6359	19,697.8	77.044	19,697.8	57.8054	19,697.8	79.7737
19,999.5	81.0499	19,999.5	74.8071	19,999.5	83.0585	19,999.5	76.1232	19,999.5	59.2237	19,999.5	79.0485
