"Early Reflections"
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce (full horizontal rear)"		"Total Early Reflection"
232.91	84.1086	232.91	83.963	232.91	84.4316	232.91	83.6153	232.91	82.2967	232.91	83.7425
241.699	84.036	241.699	83.2621	241.699	84.2259	241.699	82.945	241.699	82.3198	241.699	83.4141
250.488	84.5139	250.488	82.9519	250.488	84.514	250.488	82.873	250.488	81.513	250.488	83.4174
259.277	85.1373	259.277	83.7092	259.277	85.1222	259.277	83.5063	259.277	81.1354	259.277	83.9468
268.066	84.6421	268.066	83.3965	268.066	84.6192	268.066	83.0553	268.066	81.4055	268.066	83.5786
276.855	84.7515	276.855	83.4691	276.855	84.8604	276.855	83.0103	276.855	80.7556	276.855	83.6027
287.109	84.6071	287.109	84.2186	287.109	84.839	287.109	83.299	287.109	80.206	287.109	83.7157
297.363	84.4622	297.363	84.1442	297.363	84.7644	297.363	83.3181	297.363	80.8625	297.363	83.7116
307.617	84.4137	307.617	84.227	307.617	84.7346	307.617	83.2569	307.617	80.5994	307.617	83.6733
319.336	84.3351	319.336	83.4483	319.336	84.3588	319.336	82.4948	319.336	80.5213	319.336	83.2459
329.59	84.3269	329.59	83.4167	329.59	84.311	329.59	82.3902	329.59	80.0757	329.59	83.1615
341.309	84.2081	341.309	83.1089	341.309	84.226	341.309	82.274	341.309	79.8783	341.309	83.0049
353.027	84.1255	353.027	83.049	353.027	84.2966	353.027	82.1955	353.027	79.7179	353.027	82.9613
366.211	84.4232	366.211	83.2875	366.211	84.568	366.211	82.611	366.211	79.3097	366.211	83.1977
379.395	84.8711	379.395	84.0137	379.395	84.8836	379.395	82.6676	379.395	78.5522	379.395	83.5153
392.578	84.5759	392.578	83.4402	392.578	84.473	392.578	82.5919	392.578	79.5696	392.578	83.263
405.762	84.5744	405.762	83.1749	405.762	84.4133	405.762	81.9533	405.762	79.2006	405.762	83.0564
420.41	84.5106	420.41	83.8105	420.41	84.7851	420.41	81.9128	420.41	79.0928	420.41	83.2652
435.059	84.5617	435.059	83.26	435.059	84.5696	435.059	81.8383	435.059	79.1455	435.059	83.0918
451.172	85.1301	451.172	83.1171	451.172	85.4446	451.172	81.9594	451.172	78.9595	451.172	83.4902
465.82	85.5543	465.82	83.4838	465.82	85.6007	465.82	82.3995	465.82	77.8303	465.82	83.7287
483.398	85.2107	483.398	84.1735	483.398	85.4332	483.398	82.4408	483.398	78.0052	483.398	83.7342
499.512	85.0164	499.512	84.1274	499.512	85.257	499.512	82.0711	499.512	78.612	499.512	83.5997
517.09	85.6207	517.09	83.7456	517.09	85.802	517.09	81.6081	517.09	78.753	517.09	83.8091
536.133	85.2324	536.133	82.8406	536.133	85.9474	536.133	81.964	536.133	78.0652	536.133	83.5812
555.176	86.1758	555.176	83.263	555.176	86.723	555.176	83.4607	555.176	79.1632	555.176	84.4749
574.219	86.3078	574.219	84.1047	574.219	86.5131	574.219	83.2026	574.219	78.6443	574.219	84.5177
594.727	85.6814	594.727	83.1176	594.727	86.2129	594.727	82.5148	594.727	78.8451	594.727	83.9729
615.234	85.6557	615.234	83.7452	615.234	86.6466	615.234	83.6275	615.234	78.1147	615.234	84.352
637.207	85.8309	637.207	84.0962	637.207	86.3166	637.207	83.3106	637.207	78.4399	637.207	84.3203
659.18	85.2723	659.18	83.2901	659.18	85.6225	659.18	82.7103	659.18	77.8484	659.18	83.6644
682.617	84.328	682.617	83.5797	682.617	85.3161	682.617	82.3338	682.617	77.5673	682.617	83.2931
707.52	85.5975	707.52	83.1243	707.52	86.1194	707.52	83.0081	707.52	78.2882	707.52	83.961
732.422	84.8361	732.422	83.0328	732.422	85.1313	732.422	82.1752	732.422	77.4513	732.422	83.2309
757.324	85.4879	757.324	84.0529	757.324	85.0022	757.324	81.5412	757.324	77.6915	757.324	83.5251
785.156	84.8593	785.156	85.2393	785.156	85.3437	785.156	81.5198	785.156	77.287	785.156	83.7218
811.523	84.4181	811.523	85.8588	811.523	85.2375	811.523	81.8292	811.523	75.5705	811.523	83.7452
840.82	84.3499	840.82	83.5499	840.82	84.8151	840.82	82.1856	840.82	77.5215	840.82	83.112
870.117	83.0663	870.117	82.945	870.117	85.3595	870.117	83.0206	870.117	77.713	870.117	83.0219
900.879	83.2883	900.879	82.5064	900.879	86.2476	900.879	83.7558	900.879	78.0095	900.879	83.4771
933.105	82.8169	933.105	82.6881	933.105	85.5338	933.105	83.4261	933.105	78.3849	933.105	83.1116
965.332	82.7528	965.332	83.6884	965.332	86.1216	965.332	83.6465	965.332	78.7488	965.332	83.5726
1,000.49	82.4575	1,000.49	83.2234	1,000.49	85.9054	1,000.49	83.7892	1,000.49	78.9667	1,000.49	83.3997
1,035.64	82.5704	1,035.64	82.8793	1,035.64	85.3188	1,035.64	83.4138	1,035.64	78.8572	1,035.64	83.0597
1,072.27	82.6068	1,072.27	83.2288	1,072.27	84.7209	1,072.27	83.6553	1,072.27	77.9928	1,072.27	82.9409
1,108.89	81.4864	1,108.89	83.52	1,108.89	84.035	1,108.89	82.6199	1,108.89	77.7926	1,108.89	82.3649
1,148.44	82.3087	1,148.44	84.3643	1,148.44	83.8094	1,148.44	82.7908	1,148.44	77.4143	1,148.44	82.6905
1,189.45	82.1067	1,189.45	82.5968	1,189.45	83.9246	1,189.45	83.0872	1,189.45	77.1822	1,189.45	82.289
1,230.47	82.4864	1,230.47	82.9177	1,230.47	84.4997	1,230.47	83.5288	1,230.47	76.2004	1,230.47	82.6572
1,274.41	82.3888	1,274.41	81.8061	1,274.41	85.3519	1,274.41	84.5231	1,274.41	76.5067	1,274.41	82.9924
1,319.82	83.1886	1,319.82	81.7116	1,319.82	85.7509	1,319.82	85.1327	1,319.82	76.4155	1,319.82	83.4339
1,366.7	84.7434	1,366.7	82.463	1,366.7	86.0144	1,366.7	85.1284	1,366.7	76.7741	1,366.7	83.9694
1,413.57	85.7137	1,413.57	82.6223	1,413.57	85.6629	1,413.57	84.7736	1,413.57	75.811	1,413.57	84.0218
1,463.38	86.1263	1,463.38	81.0105	1,463.38	85.7002	1,463.38	83.4295	1,463.38	76.0611	1,463.38	83.6857
1,516.11	85.6308	1,516.11	83.4733	1,516.11	85.2425	1,516.11	82.6049	1,516.11	75.1173	1,516.11	83.5687
1,568.85	85.726	1,568.85	83.3354	1,568.85	84.2683	1,568.85	82.3999	1,568.85	73.6372	1,568.85	83.2362
1,624.51	85.3012	1,624.51	84.0011	1,624.51	84.3033	1,624.51	81.9839	1,624.51	73.0109	1,624.51	83.17
1,681.64	84.8596	1,681.64	85.235	1,681.64	84.9268	1,681.64	82.5726	1,681.64	74.8213	1,681.64	83.6627
1,741.7	85.4376	1,741.7	84.8801	1,741.7	85.6733	1,741.7	82.6128	1,741.7	74.7714	1,741.7	83.9415
1,803.22	86.0113	1,803.22	83.9774	1,803.22	85.1766	1,803.22	82.5635	1,803.22	73.501	1,803.22	83.7336
1,866.21	85.7301	1,866.21	83.6914	1,866.21	84.1827	1,866.21	81.8501	1,866.21	73.1052	1,866.21	83.1957
1,932.13	84.7812	1,932.13	82.5807	1,932.13	82.2296	1,932.13	79.791	1,932.13	71.4504	1,932.13	81.8082
1,999.51	82.9891	1,999.51	83.3241	1,999.51	80.9056	1,999.51	78.4073	1,999.51	71.0543	1,999.51	80.929
2,069.82	81.586	2,069.82	84.4428	2,069.82	81.8836	2,069.82	78.81	2,069.82	71.6362	2,069.82	81.2524
2,143.07	81.933	2,143.07	85.662	2,143.07	83.0743	2,143.07	80.3731	2,143.07	72.3705	2,143.07	82.3226
2,219.24	83.0492	2,219.24	85.9434	2,219.24	83.8938	2,219.24	81.5303	2,219.24	73.4154	2,219.24	83.028
2,296.88	84.078	2,296.88	85.0867	2,296.88	84.1014	2,296.88	82.389	2,296.88	73.5495	2,296.88	83.1448
2,378.91	83.8605	2,378.91	85.2612	2,378.91	84.2734	2,378.91	82.4796	2,378.91	73.3186	2,378.91	83.2017
2,462.4	83.7303	2,462.4	86.3062	2,462.4	85.6477	2,462.4	83.5644	2,462.4	73.2877	2,462.4	84.0786
2,548.83	84.0833	2,548.83	87.6096	2,548.83	86.9119	2,548.83	84.5615	2,548.83	74.1371	2,548.83	85.1472
2,639.65	84.6274	2,639.65	87.1712	2,639.65	87.2015	2,639.65	84.0058	2,639.65	74.8414	2,639.65	85.1016
2,731.93	85.1688	2,731.93	84.7817	2,731.93	86.186	2,731.93	82.7116	2,731.93	73.9857	2,731.93	84.0028
2,828.61	84.9837	2,828.61	84.5829	2,828.61	86.2188	2,828.61	82.9734	2,828.61	72.9046	2,828.61	83.9404
2,928.22	85.6334	2,928.22	84.4609	2,928.22	87.0511	2,928.22	84.1299	2,928.22	73.4387	2,928.22	84.5733
3,030.76	85.6949	3,030.76	82.8275	3,030.76	87.51	3,030.76	84.7939	3,030.76	72.8924	3,030.76	84.6166
3,137.7	85.3998	3,137.7	81.1362	3,137.7	87.3762	3,137.7	84.5035	3,137.7	72.7445	3,137.7	84.2293
3,249.02	85.3234	3,249.02	81.6792	3,249.02	87.3921	3,249.02	84.1555	3,249.02	72.7548	3,249.02	84.2016
3,363.28	85.3931	3,363.28	81.3323	3,363.28	87.5666	3,363.28	83.9474	3,363.28	71.4825	3,363.28	84.2007
3,481.93	85.6235	3,481.93	82.0202	3,481.93	87.596	3,481.93	84.28	3,481.93	71.8093	3,481.93	84.4162
3,604.98	85.5153	3,604.98	82.7131	3,604.98	87.3054	3,604.98	84.2333	3,604.98	71.5159	3,604.98	84.3449
3,732.42	83.8318	3,732.42	82.4317	3,732.42	87.0784	3,732.42	84.0309	3,732.42	70.8107	3,732.42	83.7732
3,864.26	82.8753	3,864.26	83.1673	3,864.26	86.4046	3,864.26	83.6409	3,864.26	69.9207	3,864.26	83.3417
4,000.49	82.6308	4,000.49	83.0917	4,000.49	85.0452	4,000.49	82.3983	4,000.49	68.5	4,000.49	82.4914
4,141.11	81.7243	4,141.11	82.5997	4,141.11	84.8716	4,141.11	82.3909	4,141.11	68.6763	4,141.11	82.1405
4,287.6	81.3787	4,287.6	82.2463	4,287.6	84.8252	4,287.6	81.9842	4,287.6	68.0817	4,287.6	81.8932
4,438.48	80.8615	4,438.48	81.0408	4,438.48	84.2868	4,438.48	81.1321	4,438.48	66.9216	4,438.48	81.1532
4,595.21	80.4752	4,595.21	80.2062	4,595.21	84.3651	4,595.21	79.8396	4,595.21	65.6003	4,595.21	80.7162
4,756.35	80.6202	4,756.35	80.0344	4,756.35	84.5001	4,756.35	79.2052	4,756.35	65.2189	4,756.35	80.6788
4,924.8	80.1976	4,924.8	79.9261	4,924.8	84.491	4,924.8	79.3725	4,924.8	64.2414	4,924.8	80.5951
5,097.66	79.6456	5,097.66	80.0526	5,097.66	83.6945	5,097.66	79.5727	5,097.66	66.2197	5,097.66	80.1897
5,277.83	79.7651	5,277.83	79.0019	5,277.83	83.0892	5,277.83	78.8228	5,277.83	64.8861	5,277.83	79.6114
5,463.87	80.3566	5,463.87	78.4335	5,463.87	83.6651	5,463.87	79.5973	5,463.87	65.2511	5,463.87	80.046
5,657.23	80.6642	5,657.23	78.1111	5,657.23	83.318	5,657.23	79.2161	5,657.23	66.3287	5,657.23	79.8562
5,856.45	81.0505	5,856.45	77.5066	5,856.45	83.8636	5,856.45	79.2892	5,856.45	65.6493	5,856.45	80.1341
6,062.99	80.7893	6,062.99	77.8924	6,062.99	84.4589	6,062.99	78.7996	6,062.99	64.8419	6,062.99	80.3307
6,276.86	80.7809	6,276.86	78.4604	6,276.86	84.7758	6,276.86	79.0525	6,276.86	63.4758	6,276.86	80.5903
6,498.05	81.7793	6,498.05	79.1871	6,498.05	84.5759	6,498.05	78.2536	6,498.05	62.4419	6,498.05	80.7116
6,726.56	82.4798	6,726.56	79.4811	6,726.56	85.3745	6,726.56	78.4991	6,726.56	63.6522	6,726.56	81.358
6,963.87	81.748	6,963.87	79.8078	6,963.87	85.0201	6,963.87	77.9191	6,963.87	64.3998	6,963.87	80.9872
7,209.96	81.945	7,209.96	79.7058	7,209.96	85.1565	7,209.96	78.8468	7,209.96	63.3267	7,209.96	81.1834
7,464.84	82.0651	7,464.84	79.5647	7,464.84	85.1345	7,464.84	79.3002	7,464.84	64.1797	7,464.84	81.2402
7,727.05	82.3604	7,727.05	79.3812	7,727.05	84.6462	7,727.05	79.4467	7,727.05	63.3501	7,727.05	81.0763
7,999.51	82.0362	7,999.51	79.2215	7,999.51	84.9111	7,999.51	79.7193	7,999.51	63.0363	7,999.51	81.1326
8,282.23	81.0326	8,282.23	79.3347	8,282.23	84.4534	8,282.23	79.1146	8,282.23	64.6185	8,282.23	80.6139
8,573.73	80.5372	8,573.73	79.059	8,573.73	84.6969	8,573.73	79.0945	8,573.73	64.5622	8,573.73	80.5891
8,876.95	81.6257	8,876.95	78.8287	8,876.95	84.5207	8,876.95	79.2511	8,876.95	63.5318	8,876.95	80.7289
9,188.96	82.4536	9,188.96	78.1586	9,188.96	84.629	9,188.96	78.3687	9,188.96	61.8623	9,188.96	80.8058
9,514.16	82.3333	9,514.16	77.3317	9,514.16	83.4423	9,514.16	77.5147	9,514.16	62.337	9,514.16	80.037
9,849.61	81.3231	9,849.61	77.1546	9,849.61	83.5975	9,849.61	77.4925	9,849.61	60.405	9,849.61	79.7657
10,196.8	81.2167	10,196.8	77.3954	10,196.8	83.5121	10,196.8	77.7245	10,196.8	60.2526	10,196.8	79.7497
10,555.7	81.8027	10,555.7	77.4888	10,555.7	83.7809	10,555.7	77.7357	10,555.7	60.9842	10,555.7	80.0603
10,927.7	81.7904	10,927.7	77.593	10,927.7	84.1229	10,927.7	77.7121	10,927.7	60.5905	10,927.7	80.2289
11,313	80.9953	11,313	77.6566	11,313	83.968	11,313	77.0643	11,313	60.8039	11,313	79.8719
11,712.9	82.2417	11,712.9	77.1517	11,712.9	84.535	11,712.9	76.9037	11,712.9	58.7555	11,712.9	80.4403
12,126	81.6666	12,126	76.1702	12,126	84.6697	12,126	76.6627	12,126	57.5529	12,126	80.2382
12,553.7	81.0251	12,553.7	75.2752	12,553.7	84.7787	12,553.7	76.7033	12,553.7	57.5945	12,553.7	80.0708
12,996.1	81.0063	12,996.1	74.8604	12,996.1	84.6619	12,996.1	76.452	12,996.1	56.1466	12,996.1	79.9461
13,454.6	81.5564	13,454.6	74.8459	13,454.6	84.6262	13,454.6	75.5603	13,454.6	55.3808	13,454.6	80.0008
13,929.2	81.5136	13,929.2	73.6198	13,929.2	84.7001	13,929.2	75.3594	13,929.2	55.076	13,929.2	79.952
14,419.9	80.5409	14,419.9	72.1884	14,419.9	84.6742	14,419.9	74.4182	14,419.9	53.3548	14,419.9	79.5527
14,928.2	80.1378	14,928.2	70.4864	14,928.2	84.415	14,928.2	73.2473	14,928.2	53.2273	14,928.2	79.1605
15,455.6	79.3009	15,455.6	69.518	15,455.6	83.8779	15,455.6	71.7357	15,455.6	52.4182	15,455.6	78.4929
16,000.5	78.4791	16,000.5	68.0462	16,000.5	83.2828	16,000.5	69.9655	16,000.5	50.9067	16,000.5	77.779
16,564.5	78.4302	16,564.5	66.3831	16,564.5	82.4422	16,564.5	67.4073	16,564.5	50.6236	16,564.5	77.0776
17,148.9	77.6824	17,148.9	65.9962	17,148.9	81.4435	17,148.9	64.8033	17,148.9	49.9597	17,148.9	76.1315
17,752.4	76.6089	17,752.4	66.2973	17,752.4	80.4397	17,752.4	63.5143	17,752.4	50.2686	17,752.4	75.1341
18,379.4	75.7607	18,379.4	66.0765	18,379.4	79.1417	18,379.4	62.5844	18,379.4	50.0157	18,379.4	74.004
19,026.9	74.6441	19,026.9	65.1888	19,026.9	77.8699	19,026.9	60.909	19,026.9	49.9914	19,026.9	72.7877
19,697.8	73.4398	19,697.8	62.6331	19,697.8	76.1694	19,697.8	59.0952	19,697.8	49.3836	19,697.8	71.2192
19,999.5	72.5909	19,999.5	60.5765	19,999.5	75.443	19,999.5	58.5608	19,999.5	49.4457	19,999.5	70.4238
