"Fundamental + Harmonic distortion components"					
"Woofer"		"Tweeter"		"Port"	
"Frequency [Hz]"	"dB - [V]  (rms)"	"Frequency [Hz]"	"dB - [V]  (rms)"	"Frequency [Hz]"	"dB - [V]  (rms)"
16,773.9	65.1856	17,254	111.185	16,773.9	45.4273
16,774.3	65.1845	17,254.4	111.184	16,774.3	45.4279
16,774.7	65.1834	17,254.8	111.184	16,774.7	45.4283
16,775	65.1822	17,255.1	111.183	16,775	45.4285
16,775.4	65.1809	17,255.5	111.182	16,775.4	45.4286
16,775.8	65.1796	17,255.9	111.181	16,775.8	45.4284
16,776.1	65.1783	17,256.2	111.18	16,776.1	45.428
16,776.5	65.1768	17,256.6	111.179	16,776.5	45.4274
16,776.9	65.1754	17,257	111.178	16,776.9	45.4264
16,777.2	65.1739	17,257.3	111.177	16,777.2	45.4252
16,777.6	65.1723	17,257.7	111.176	16,777.6	45.4236
16,778	65.1707	17,258.1	111.175	16,778	45.4216
16,778.3	65.1691	17,258.4	111.174	16,778.3	45.4193
16,778.7	65.1674	17,258.8	111.173	16,778.7	45.4166
16,779.1	65.1657	17,259.2	111.172	16,779.1	45.4135
16,779.4	65.164	17,259.5	111.171	16,779.4	45.4101
16,779.8	65.1623	17,259.9	111.171	16,779.8	45.4064
16,780.2	65.1605	17,260.3	111.17	16,780.2	45.4025
16,780.5	65.1588	17,260.6	111.169	16,780.5	45.3985
16,780.9	65.157	17,261	111.168	16,780.9	45.3946
16,781.2	65.1552	17,261.4	111.167	16,781.2	45.3909
16,781.6	65.1534	17,261.7	111.166	16,781.6	45.3874
16,782	65.1516	17,262.1	111.165	16,782	45.3842
16,782.3	65.1498	17,262.5	111.164	16,782.3	45.3814
16,782.7	65.1479	17,262.8	111.163	16,782.7	45.379
16,783.1	65.1461	17,263.2	111.162	16,783.1	45.377
16,783.4	65.1442	17,263.6	111.161	16,783.4	45.3754
16,783.8	65.1424	17,263.9	111.16	16,783.8	45.3742
16,784.2	65.1405	17,264.3	111.159	16,784.2	45.3734
16,784.5	65.1387	17,264.6	111.158	16,784.5	45.373
16,784.9	65.1368	17,265	111.157	16,784.9	45.3729
16,785.3	65.1349	17,265.4	111.156	16,785.3	45.3731
16,785.6	65.133	17,265.7	111.155	16,785.6	45.3737
16,786	65.1311	17,266.1	111.154	16,786	45.3746
16,786.4	65.1292	17,266.5	111.153	16,786.4	45.3757
16,786.7	65.1273	17,266.8	111.152	16,786.7	45.3772
16,787.1	65.1284	17,267.2	111.151	16,787.1	45.3754
16,787.5	65.1265	17,267.6	111.15	16,787.5	45.3773
16,787.8	65.1245	17,267.9	111.149	16,787.8	45.3794
16,788.2	65.1226	17,268.3	111.149	16,788.2	45.3816
16,788.6	65.1207	17,268.7	111.148	16,788.6	45.3841
16,788.9	65.1187	17,269	111.147	16,788.9	45.3866
16,789.3	65.1168	17,269.4	111.146	16,789.3	45.3893
16,789.7	65.1148	17,269.8	111.145	16,789.7	45.392
16,790	65.1129	17,270.1	111.144	16,790	45.3948
16,790.4	65.1109	17,270.5	111.143	16,790.4	45.3977
16,790.8	65.109	17,270.9	111.142	16,790.8	45.4005
16,791.1	65.107	17,271.2	111.141	16,791.1	45.4033
16,791.5	65.1051	17,271.6	111.14	16,791.5	45.4061
16,791.9	65.1031	17,272	111.139	16,791.9	45.4089
16,792.2	65.1024	17,272.3	111.138	16,792.2	45.4125
16,792.6	65.1005	17,272.7	111.137	16,792.6	45.4153
16,793	65.0986	17,273.1	111.136	16,793	45.418
16,793.3	65.0967	17,273.4	111.135	16,793.3	45.4206
16,793.7	65.0948	17,273.8	111.134	16,793.7	45.4232
16,794.1	65.0929	17,274.2	111.133	16,794.1	45.4256
16,794.4	65.091	17,274.5	111.132	16,794.4	45.4279
16,794.8	65.0892	17,274.9	111.131	16,794.8	45.4302
16,795.2	65.0874	17,275.3	111.13	16,795.2	45.4324
16,795.5	65.0856	17,275.6	111.129	16,795.5	45.4344
16,795.9	65.0838	17,276	111.128	16,795.9	45.4364
16,796.3	65.0821	17,276.4	111.127	16,796.3	45.4382
16,796.6	65.0804	17,276.7	111.126	16,796.6	45.4399
16,797	65.0787	17,277.1	111.125	16,797	45.4416
16,797.4	65.077	17,277.5	111.124	16,797.4	45.4431
16,797.7	65.0754	17,277.8	111.124	16,797.7	45.4445
16,798.1	65.0738	17,278.2	111.123	16,798.1	45.4458
16,798.5	65.0722	17,278.6	111.122	16,798.5	45.4469
16,798.8	65.0706	17,278.9	111.121	16,798.8	45.4479
16,799.2	65.0691	17,279.3	111.12	16,799.2	45.4488
16,799.6	65.0676	17,279.7	111.119	16,799.6	45.4496
16,799.9	65.0661	17,280	111.118	16,799.9	45.4502
16,800.3	65.0647	17,280.4	111.117	16,800.3	45.4507
16,800.7	65.0633	17,280.8	111.116	16,800.7	45.451
16,801	65.0618	17,281.1	111.115	16,801	45.4511
16,801.4	65.0604	17,281.5	111.114	16,801.4	45.451
16,801.8	65.0591	17,281.9	111.113	16,801.8	45.4508
16,802.1	65.0577	17,282.2	111.112	16,802.1	45.4504
16,802.5	65.0563	17,282.6	111.111	16,802.5	45.4498
16,802.9	65.0549	17,283	111.11	16,802.9	45.449
16,803.2	65.0536	17,283.3	111.109	16,803.2	45.4479
16,803.6	65.0522	17,283.7	111.108	16,803.6	45.4467
16,804	65.0508	17,284.1	111.107	16,804	45.4451
16,804.3	65.0495	17,284.4	111.106	16,804.3	45.4434
16,804.7	65.0481	17,284.8	111.105	16,804.7	45.4413
16,805.1	65.0467	17,285.2	111.104	16,805.1	45.439
16,805.4	65.0452	17,285.5	111.103	16,805.4	45.4363
16,805.8	65.0438	17,285.9	111.102	16,805.8	45.4334
16,806.2	65.0423	17,286.3	111.101	16,806.2	45.4301
16,806.5	65.0408	17,286.6	111.1	16,806.5	45.4266
16,806.9	65.0393	17,287	111.099	16,806.9	45.4228
16,807.2	65.0378	17,287.4	111.098	16,807.2	45.4187
16,807.6	65.0362	17,287.7	111.097	16,807.6	45.4144
16,808	65.0346	17,288.1	111.096	16,808	45.4099
16,808.3	65.0357	17,288.5	111.095	16,808.3	45.4073
16,808.7	65.034	17,288.8	111.094	16,808.7	45.4028
16,809.1	65.0323	17,289.2	111.093	16,809.1	45.3985
16,809.4	65.0305	17,289.6	111.092	16,809.4	45.3944
16,809.8	65.0287	17,289.9	111.091	16,809.8	45.3907
16,810.2	65.0268	17,290.3	111.09	16,810.2	45.3873
16,810.5	65.0249	17,290.6	111.089	16,810.5	45.3844
16,810.9	65.023	17,291	111.089	16,810.9	45.382
16,811.3	65.021	17,291.4	111.088	16,811.3	45.3801
16,811.6	65.019	17,291.7	111.087	16,811.6	45.3786
16,812	65.0169	17,292.1	111.086	16,812	45.3776
16,812.4	65.0148	17,292.5	111.085	16,812.4	45.377
16,812.7	65.0127	17,292.8	111.084	16,812.7	45.3769
16,813.1	65.0114	17,293.2	111.083	16,813.1	45.3782
16,813.5	65.0092	17,293.6	111.082	16,813.5	45.3792
16,813.8	65.007	17,293.9	111.081	16,813.8	45.3805
16,814.2	65.0047	17,294.3	111.08	16,814.2	45.3823
16,814.6	65.0024	17,294.7	111.079	16,814.6	45.3844
16,814.9	65.0002	17,295	111.077	16,814.9	45.3869
16,815.3	64.9979	17,295.4	111.076	16,815.3	45.3898
16,815.7	64.9956	17,295.8	111.075	16,815.7	45.393
16,816	64.9933	17,296.1	111.074	16,816	45.3965
16,816.4	64.9909	17,296.5	111.073	16,816.4	45.4004
16,816.8	64.9886	17,296.9	111.072	16,816.8	45.4046
16,817.1	64.9863	17,297.2	111.071	16,817.1	45.4092
16,817.5	64.984	17,297.6	111.07	16,817.5	45.414
16,817.9	64.9817	17,298	111.069	16,817.9	45.4192
16,818.2	64.9795	17,298.3	111.068	16,818.2	45.4246
16,818.6	64.9772	17,298.7	111.068	16,818.6	45.4304
16,819	64.9749	17,299.1	111.067	16,819	45.4364
16,819.3	64.9727	17,299.4	111.066	16,819.3	45.4428
16,819.7	64.9705	17,299.8	111.065	16,819.7	45.4494
16,820.1	64.9683	17,300.2	111.064	16,820.1	45.4563
16,820.4	64.9661	17,300.5	111.063	16,820.4	45.4635
16,820.8	64.9639	17,300.9	111.062	16,820.8	45.471
16,821.2	64.9618	17,301.3	111.061	16,821.2	45.4787
16,821.5	64.9597	17,301.6	111.06	16,821.5	45.4866
16,821.9	64.9576	17,302	111.059	16,821.9	45.4948
16,822.3	64.9555	17,302.4	111.058	16,822.3	45.5032
16,822.6	64.9535	17,302.7	111.057	16,822.6	45.5117
16,823	64.9514	17,303.1	111.056	16,823	45.5204
16,823.4	64.9494	17,303.5	111.055	16,823.4	45.5292
16,823.7	64.9474	17,303.8	111.054	16,823.7	45.5381
16,824.1	64.9454	17,304.2	111.053	16,824.1	45.5469
16,824.5	64.9435	17,304.6	111.052	16,824.5	45.5558
16,824.8	64.9416	17,304.9	111.051	16,824.8	45.5646
16,825.2	64.9396	17,305.3	111.05	16,825.2	45.5732
16,825.6	64.9377	17,305.7	111.049	16,825.6	45.5817
16,825.9	64.9358	17,306	111.048	16,825.9	45.5899
16,826.3	64.934	17,306.4	111.047	16,826.3	45.598
16,826.7	64.9321	17,306.8	111.046	16,826.7	45.6058
16,827	64.9302	17,307.1	111.045	16,827	45.6133
16,827.4	64.9284	17,307.5	111.044	16,827.4	45.6205
16,827.8	64.9266	17,307.9	111.043	16,827.8	45.6274
16,828.1	64.9247	17,308.2	111.042	16,828.1	45.6341
16,828.5	64.9229	17,308.6	111.041	16,828.5	45.6404
16,828.9	64.9211	17,309	111.04	16,828.9	45.6464
16,829.2	64.9193	17,309.3	111.039	16,829.2	45.6521
16,829.6	64.9175	17,309.7	111.038	16,829.6	45.6576
16,830	64.9189	17,310.1	111.037	16,830	45.6608
16,830.3	64.9171	17,310.4	111.036	16,830.3	45.6659
16,830.7	64.9152	17,310.8	111.035	16,830.7	45.6706
16,831.1	64.9134	17,311.2	111.034	16,831.1	45.6751
16,831.4	64.9115	17,311.5	111.033	16,831.4	45.6793
16,831.8	64.9096	17,311.9	111.032	16,831.8	45.6832
16,832.2	64.9078	17,312.3	111.031	16,832.2	45.6867
16,832.5	64.9059	17,312.6	111.03	16,832.5	45.69
16,832.9	64.904	17,313	111.029	16,832.9	45.693
16,833.3	64.9021	17,313.4	111.028	16,833.3	45.6956
16,833.6	64.9002	17,313.7	111.027	16,833.6	45.698
16,834	64.8993	17,314.1	111.026	16,834	45.702
16,834.4	64.8973	17,314.5	111.025	16,834.4	45.7035
16,834.7	64.8953	17,314.8	111.024	16,834.7	45.7047
16,835.1	64.8933	17,315.2	111.023	16,835.1	45.7056
16,835.4	64.8913	17,315.6	111.022	16,835.4	45.7061
16,835.8	64.8893	17,315.9	111.021	16,835.8	45.7062
16,836.2	64.8873	17,316.3	111.02	16,836.2	45.7059
16,836.5	64.8852	17,316.7	111.019	16,836.5	45.7052
16,836.9	64.8831	17,317	111.018	16,836.9	45.7041
16,837.3	64.8811	17,317.4	111.017	16,837.3	45.7026
16,837.6	64.879	17,317.8	111.016	16,837.6	45.7006
16,838	64.8769	17,318.1	111.015	16,838	45.6981
16,838.4	64.8748	17,318.5	111.014	16,838.4	45.6952
16,838.7	64.8727	17,318.8	111.013	16,838.7	45.6918
16,839.1	64.8706	17,319.2	111.012	16,839.1	45.6879
16,839.5	64.8685	17,319.6	111.011	16,839.5	45.6835
16,839.8	64.8664	17,319.9	111.01	16,839.8	45.6787
16,840.2	64.8643	17,320.3	111.009	16,840.2	45.6735
16,840.6	64.8622	17,320.7	111.008	16,840.6	45.6679
16,840.9	64.86	17,321	111.007	16,840.9	45.662
16,841.3	64.8579	17,321.4	111.006	16,841.3	45.656
16,841.7	64.8558	17,321.8	111.005	16,841.7	45.6498
16,842	64.8536	17,322.1	111.004	16,842	45.6437
16,842.4	64.8515	17,322.5	111.003	16,842.4	45.6376
16,842.8	64.8493	17,322.9	111.002	16,842.8	45.6316
16,843.1	64.8471	17,323.2	111.001	16,843.1	45.6258
16,843.5	64.845	17,323.6	111	16,843.5	45.6202
16,843.9	64.8428	17,324	110.999	16,843.9	45.6148
16,844.2	64.8406	17,324.3	110.998	16,844.2	45.6095
16,844.6	64.8384	17,324.7	110.997	16,844.6	45.6045
16,845	64.8361	17,325.1	110.996	16,845	45.5995
16,845.3	64.8339	17,325.4	110.995	16,845.3	45.5948
16,845.7	64.8316	17,325.8	110.994	16,845.7	45.5902
16,846.1	64.8294	17,326.2	110.993	16,846.1	45.5858
16,846.4	64.8271	17,326.5	110.992	16,846.4	45.5814
16,846.8	64.8248	17,326.9	110.991	16,846.8	45.5772
16,847.2	64.8225	17,327.3	110.99	16,847.2	45.5731
16,847.5	64.8201	17,327.6	110.989	16,847.5	45.5691
16,847.9	64.8178	17,328	110.988	16,847.9	45.5651
16,848.3	64.8154	17,328.4	110.987	16,848.3	45.5613
16,848.6	64.813	17,328.7	110.986	16,848.6	45.5575
16,849	64.8106	17,329.1	110.985	16,849	45.5537
16,849.4	64.8081	17,329.5	110.984	16,849.4	45.5501
16,849.7	64.8057	17,329.8	110.983	16,849.7	45.5465
16,850.1	64.8032	17,330.2	110.982	16,850.1	45.5429
16,850.5	64.8007	17,330.6	110.981	16,850.5	45.5394
16,850.8	64.7981	17,330.9	110.98	16,850.8	45.5359
16,851.2	64.7983	17,331.3	110.979	16,851.2	45.5367
16,851.6	64.7957	17,331.7	110.978	16,851.6	45.5333
16,851.9	64.7931	17,332	110.977	16,851.9	45.5299
16,852.3	64.7905	17,332.4	110.976	16,852.3	45.5265
16,852.7	64.7878	17,332.8	110.975	16,852.7	45.5232
16,853	64.7851	17,333.1	110.974	16,853	45.5199
16,853.4	64.7824	17,333.5	110.973	16,853.4	45.5166
16,853.8	64.7796	17,333.9	110.972	16,853.8	45.5134
16,854.1	64.7768	17,334.2	110.971	16,854.1	45.5102
16,854.5	64.774	17,334.6	110.97	16,854.5	45.5071
16,854.9	64.771	17,335	110.969	16,854.9	45.5049
16,855.2	64.7681	17,335.3	110.968	16,855.2	45.5019
16,855.6	64.7652	17,335.7	110.967	16,855.6	45.4989
16,856	64.7622	17,336.1	110.966	16,856	45.4961
16,856.3	64.7592	17,336.4	110.965	16,856.3	45.4933
16,856.7	64.7561	17,336.8	110.963	16,856.7	45.4907
16,857.1	64.7531	17,337.2	110.962	16,857.1	45.4881
16,857.4	64.7499	17,337.5	110.961	16,857.4	45.4857
16,857.8	64.7468	17,337.9	110.96	16,857.8	45.4834
16,858.2	64.7436	17,338.3	110.959	16,858.2	45.4813
16,858.5	64.7404	17,338.6	110.958	16,858.5	45.4793
16,858.9	64.7371	17,339	110.957	16,858.9	45.4774
16,859.3	64.7338	17,339.4	110.956	16,859.3	45.4757
16,859.6	64.7305	17,339.7	110.955	16,859.6	45.4742
16,860	64.7272	17,340.1	110.954	16,860	45.4728
16,860.4	64.7239	17,340.5	110.953	16,860.4	45.4716
16,860.7	64.7205	17,340.8	110.952	16,860.7	45.4706
16,861.1	64.7171	17,341.2	110.951	16,861.1	45.4697
16,861.4	64.7138	17,341.6	110.951	16,861.4	45.469
16,861.8	64.7104	17,341.9	110.95	16,861.8	45.4685
16,862.2	64.7069	17,342.3	110.949	16,862.2	45.4682
16,862.5	64.7035	17,342.7	110.948	16,862.5	45.4681
16,862.9	64.7001	17,343	110.947	16,862.9	45.4682
16,863.3	64.6967	17,343.4	110.946	16,863.3	45.4684
16,863.6	64.6933	17,343.8	110.945	16,863.6	45.4688
16,864	64.6899	17,344.1	110.944	16,864	45.4694
16,864.4	64.6866	17,344.5	110.943	16,864.4	45.4702
16,864.7	64.6832	17,344.8	110.942	16,864.7	45.4712
16,865.1	64.6798	17,345.2	110.941	16,865.1	45.4723
16,865.5	64.6765	17,345.6	110.94	16,865.5	45.4736
16,865.8	64.6732	17,345.9	110.939	16,865.8	45.475
16,866.2	64.6699	17,346.3	110.938	16,866.2	45.4766
16,866.6	64.6666	17,346.7	110.937	16,866.6	45.4784
16,866.9	64.6634	17,347	110.936	16,866.9	45.4803
16,867.3	64.6602	17,347.4	110.934	16,867.3	45.4823
16,867.7	64.6571	17,347.8	110.933	16,867.7	45.4844
16,868	64.6539	17,348.1	110.932	16,868	45.4867
16,868.4	64.6508	17,348.5	110.931	16,868.4	45.489
16,868.8	64.6478	17,348.9	110.93	16,868.8	45.4915
16,869.1	64.6448	17,349.2	110.929	16,869.1	45.494
16,869.5	64.6418	17,349.6	110.928	16,869.5	45.4966
16,869.9	64.6389	17,350	110.927	16,869.9	45.4992
16,870.2	64.636	17,350.3	110.926	16,870.2	45.5019
16,870.6	64.6332	17,350.7	110.925	16,870.6	45.5046
16,871	64.6304	17,351.1	110.924	16,871	45.5073
16,871.3	64.6277	17,351.4	110.923	16,871.3	45.51
16,871.7	64.6251	17,351.8	110.922	16,871.7	45.5127
16,872.1	64.6225	17,352.2	110.921	16,872.1	45.5153
16,872.4	64.6227	17,352.5	110.92	16,872.4	45.5167
16,872.8	64.6202	17,352.9	110.919	16,872.8	45.5192
16,873.2	64.6177	17,353.3	110.918	16,873.2	45.5217
16,873.5	64.6153	17,353.6	110.917	16,873.5	45.5241
16,873.9	64.613	17,354	110.916	16,873.9	45.5265
16,874.3	64.6107	17,354.4	110.915	16,874.3	45.5287
16,874.6	64.6085	17,354.7	110.914	16,874.6	45.5308
16,875	64.6064	17,355.1	110.913	16,875	45.5328
16,875.4	64.6043	17,355.5	110.912	16,875.4	45.5346
16,875.7	64.6022	17,355.8	110.911	16,875.7	45.5363
16,876.1	64.6005	17,356.2	110.91	16,876.1	45.5389
16,876.5	64.5985	17,356.6	110.909	16,876.5	45.5403
16,876.8	64.5966	17,356.9	110.908	16,876.8	45.5415
16,877.2	64.5947	17,357.3	110.907	16,877.2	45.5427
16,877.6	64.5928	17,357.7	110.905	16,877.6	45.5436
16,877.9	64.591	17,358	110.904	16,877.9	45.5444
16,878.3	64.5891	17,358.4	110.903	16,878.3	45.5451
16,878.7	64.5873	17,358.8	110.902	16,878.7	45.5456
16,879	64.5854	17,359.1	110.901	16,879	45.546
16,879.4	64.5836	17,359.5	110.9	16,879.4	45.5463
16,879.8	64.5817	17,359.9	110.899	16,879.8	45.5465
16,880.1	64.5798	17,360.2	110.898	16,880.1	45.5465
16,880.5	64.5778	17,360.6	110.897	16,880.5	45.5464
16,880.9	64.5758	17,361	110.896	16,880.9	45.5462
16,881.2	64.5738	17,361.3	110.895	16,881.2	45.5459
16,881.6	64.5717	17,361.7	110.894	16,881.6	45.5455
16,882	64.5695	17,362.1	110.893	16,882	45.545
16,882.3	64.5673	17,362.4	110.892	16,882.3	45.5444
16,882.7	64.565	17,362.8	110.891	16,882.7	45.5437
16,883.1	64.5627	17,363.2	110.89	16,883.1	45.543
16,883.4	64.5603	17,363.5	110.889	16,883.4	45.5421
16,883.8	64.5578	17,363.9	110.888	16,883.8	45.5412
16,884.2	64.5552	17,364.3	110.887	16,884.2	45.5402
16,884.5	64.5526	17,364.6	110.886	16,884.5	45.5391
16,884.9	64.5499	17,365	110.885	16,884.9	45.538
16,885.3	64.5471	17,365.4	110.884	16,885.3	45.5367
16,885.6	64.5443	17,365.7	110.883	16,885.6	45.5355
16,886	64.5413	17,366.1	110.882	16,886	45.5341
16,886.4	64.5383	17,366.5	110.881	16,886.4	45.5327
16,886.7	64.5352	17,366.8	110.88	16,886.7	45.5312
16,887.1	64.5321	17,367.2	110.879	16,887.1	45.5297
16,887.5	64.5289	17,367.6	110.878	16,887.5	45.5282
16,887.8	64.5256	17,367.9	110.877	16,887.8	45.5266
16,888.2	64.5222	17,368.3	110.876	16,888.2	45.525
16,888.6	64.5188	17,368.7	110.875	16,888.6	45.5233
16,888.9	64.5154	17,369	110.874	16,888.9	45.5216
16,889.3	64.5119	17,369.4	110.873	16,889.3	45.5199
16,889.6	64.5083	17,369.8	110.872	16,889.6	45.5182
16,890	64.5047	17,370.1	110.871	16,890	45.5164
16,890.4	64.5011	17,370.5	110.87	16,890.4	45.5147
16,890.7	64.4974	17,370.8	110.869	16,890.7	45.5129
16,891.1	64.4937	17,371.2	110.868	16,891.1	45.5111
16,891.5	64.49	17,371.6	110.866	16,891.5	45.5094
16,891.8	64.4862	17,371.9	110.865	16,891.8	45.5077
16,892.2	64.4825	17,372.3	110.864	16,892.2	45.5059
16,892.6	64.4787	17,372.7	110.863	16,892.6	45.5042
16,892.9	64.4749	17,373	110.862	16,892.9	45.5026
16,893.3	64.4711	17,373.4	110.861	16,893.3	45.5009
16,893.7	64.471	17,373.8	110.86	16,893.7	45.5027
16,894	64.4672	17,374.1	110.859	16,894	45.5011
16,894.4	64.4635	17,374.5	110.858	16,894.4	45.4994
16,894.8	64.4598	17,374.9	110.857	16,894.8	45.4979
16,895.1	64.4561	17,375.2	110.856	16,895.1	45.4963
16,895.5	64.4524	17,375.6	110.855	16,895.5	45.4947
16,895.9	64.4488	17,376	110.854	16,895.9	45.4932
16,896.2	64.4452	17,376.3	110.853	16,896.2	45.4917
16,896.6	64.4417	17,376.7	110.852	16,896.6	45.4903
16,897	64.4383	17,377.1	110.851	16,897	45.4903
16,897.3	64.4349	17,377.4	110.85	16,897.3	45.4888
16,897.7	64.4315	17,377.8	110.849	16,897.7	45.4874
16,898.1	64.4281	17,378.2	110.848	16,898.1	45.4859
16,898.4	64.4248	17,378.5	110.847	16,898.4	45.4845
16,898.8	64.4216	17,378.9	110.845	16,898.8	45.4831
16,899.2	64.4184	17,379.3	110.844	16,899.2	45.4817
16,899.5	64.4152	17,379.6	110.843	16,899.5	45.4803
16,899.9	64.4121	17,380	110.842	16,899.9	45.479
16,900.3	64.409	17,380.4	110.841	16,900.3	45.4776
16,900.6	64.406	17,380.7	110.84	16,900.6	45.4762
16,901	64.4031	17,381.1	110.839	16,901	45.4749
16,901.4	64.4001	17,381.5	110.838	16,901.4	45.4735
16,901.7	64.3973	17,381.8	110.837	16,901.7	45.4722
16,902.1	64.3944	17,382.2	110.836	16,902.1	45.4708
16,902.5	64.3916	17,382.6	110.835	16,902.5	45.4695
16,902.8	64.3889	17,382.9	110.834	16,902.8	45.4681
16,903.2	64.3861	17,383.3	110.833	16,903.2	45.4668
16,903.6	64.3834	17,383.7	110.832	16,903.6	45.4654
16,903.9	64.3808	17,384	110.831	16,903.9	45.464
16,904.3	64.3781	17,384.4	110.83	16,904.3	45.4626
16,904.7	64.3755	17,384.8	110.829	16,904.7	45.4611
16,905	64.3729	17,385.1	110.828	16,905	45.4596
16,905.4	64.3704	17,385.5	110.827	16,905.4	45.4581
16,905.8	64.3678	17,385.9	110.826	16,905.8	45.4565
16,906.1	64.3653	17,386.2	110.825	16,906.1	45.4548
16,906.5	64.3627	17,386.6	110.824	16,906.5	45.4531
16,906.9	64.3602	17,387	110.823	16,906.9	45.4513
16,907.2	64.3577	17,387.3	110.822	16,907.2	45.4494
16,907.6	64.3552	17,387.7	110.821	16,907.6	45.4473
16,908	64.3527	17,388.1	110.819	16,908	45.4452
16,908.3	64.3502	17,388.4	110.818	16,908.3	45.4429
16,908.7	64.3476	17,388.8	110.817	16,908.7	45.4405
16,909.1	64.3451	17,389.2	110.816	16,909.1	45.4379
16,909.4	64.3426	17,389.5	110.815	16,909.4	45.4351
16,909.8	64.3401	17,389.9	110.814	16,909.8	45.4321
16,910.2	64.3376	17,390.3	110.813	16,910.2	45.4289
16,910.5	64.335	17,390.6	110.812	16,910.5	45.4254
16,910.9	64.3325	17,391	110.811	16,910.9	45.4218
16,911.3	64.3299	17,391.4	110.81	16,911.3	45.4178
16,911.6	64.3273	17,391.7	110.809	16,911.6	45.4135
16,912	64.3248	17,392.1	110.808	16,912	45.4089
16,912.4	64.3221	17,392.5	110.807	16,912.4	45.4039
16,912.7	64.3195	17,392.8	110.806	16,912.7	45.3986
16,913.1	64.3169	17,393.2	110.805	16,913.1	45.3929
16,913.5	64.3142	17,393.6	110.804	16,913.5	45.3868
16,913.8	64.3115	17,393.9	110.803	16,913.8	45.3803
16,914.2	64.3088	17,394.3	110.802	16,914.2	45.3736
16,914.6	64.3061	17,394.7	110.801	16,914.6	45.3668
16,914.9	64.3034	17,395	110.799	16,914.9	45.36
16,915.3	64.3032	17,395.4	110.798	16,915.3	45.352
16,915.6	64.3004	17,395.8	110.797	16,915.6	45.3458
16,916	64.2975	17,396.1	110.796	16,916	45.34
16,916.4	64.2946	17,396.5	110.795	16,916.4	45.3348
16,916.7	64.2917	17,396.9	110.794	16,916.7	45.3301
16,917.1	64.2887	17,397.2	110.793	16,917.1	45.326
16,917.5	64.2857	17,397.6	110.792	16,917.5	45.3223
16,917.8	64.2821	17,397.9	110.791	16,917.8	45.3148
16,918.2	64.279	17,398.3	110.79	16,918.2	45.3123
16,918.6	64.2758	17,398.7	110.789	16,918.6	45.3102
16,918.9	64.2725	17,399	110.788	16,918.9	45.3084
16,919.3	64.2693	17,399.4	110.787	16,919.3	45.3067
16,919.7	64.266	17,399.8	110.785	16,919.7	45.3053
16,920	64.2626	17,400.1	110.784	16,920	45.3039
16,920.4	64.2592	17,400.5	110.783	16,920.4	45.3026
16,920.8	64.2557	17,400.9	110.782	16,920.8	45.3014
16,921.1	64.2522	17,401.2	110.781	16,921.1	45.3002
16,921.5	64.2486	17,401.6	110.78	16,921.5	45.299
16,921.9	64.245	17,402	110.779	16,921.9	45.2978
16,922.2	64.2414	17,402.3	110.778	16,922.2	45.2966
16,922.6	64.2377	17,402.7	110.777	16,922.6	45.2954
16,923	64.2339	17,403.1	110.776	16,923	45.294
16,923.3	64.2301	17,403.4	110.775	16,923.3	45.2927
16,923.7	64.2262	17,403.8	110.774	16,923.7	45.2912
16,924.1	64.2223	17,404.2	110.772	16,924.1	45.2897
16,924.4	64.2184	17,404.5	110.771	16,924.4	45.2881
16,924.8	64.2144	17,404.9	110.77	16,924.8	45.2864
16,925.2	64.2104	17,405.3	110.77	16,925.2	45.2846
16,925.5	64.2063	17,405.6	110.769	16,925.5	45.2827
16,925.9	64.2022	17,406	110.768	16,925.9	45.2808
16,926.3	64.1981	17,406.4	110.767	16,926.3	45.2787
16,926.6	64.1939	17,406.7	110.766	16,926.6	45.2765
16,927	64.1897	17,407.1	110.765	16,927	45.2742
16,927.4	64.1855	17,407.5	110.763	16,927.4	45.2718
16,927.7	64.1813	17,407.8	110.762	16,927.7	45.2693
16,928.1	64.177	17,408.2	110.761	16,928.1	45.2667
16,928.5	64.1727	17,408.6	110.76	16,928.5	45.2639
16,928.8	64.1684	17,408.9	110.759	16,928.8	45.2611
16,929.2	64.1642	17,409.3	110.758	16,929.2	45.2581
16,929.6	64.1599	17,409.7	110.757	16,929.6	45.255
16,929.9	64.1556	17,410	110.756	16,929.9	45.2518
16,930.3	64.1513	17,410.4	110.755	16,930.3	45.2485
16,930.7	64.147	17,410.8	110.754	16,930.7	45.245
16,931	64.1428	17,411.1	110.753	16,931	45.2415
16,931.4	64.1385	17,411.5	110.752	16,931.4	45.2379
16,931.8	64.1343	17,411.9	110.751	16,931.8	45.2341
16,932.1	64.1301	17,412.2	110.75	16,932.1	45.2303
16,932.5	64.1259	17,412.6	110.749	16,932.5	45.2263
16,932.9	64.1218	17,413	110.748	16,932.9	45.2223
16,933.2	64.1177	17,413.3	110.747	16,933.2	45.2183
16,933.6	64.1136	17,413.7	110.745	16,933.6	45.2141
16,934	64.1095	17,414.1	110.744	16,934	45.21
16,934.3	64.1055	17,414.4	110.743	16,934.3	45.2059
16,934.7	64.1014	17,414.8	110.742	16,934.7	45.2017
16,935.1	64.0975	17,415.2	110.741	16,935.1	45.1977
16,935.4	64.0935	17,415.5	110.74	16,935.4	45.1937
16,935.8	64.0895	17,415.9	110.739	16,935.8	45.1898
16,936.2	64.0856	17,416.3	110.738	16,936.2	45.1861
