"Early Reflections"											
"Floor Bounce"		"Ceiling Bounce"		"Front Wall Bounce"		"Side Wall Bounce"		"Rear Wall Bounce (full horizontal rear)"		"Total Early Reflection"	
64.4531	79.9473	64.4531	80.2647	64.4531	79.9872	64.4531	80.2265	64.4531	80.7917	64.4531	80.2542
67.3828	80.0678	67.3828	80.3934	67.3828	80.1043	67.3828	80.3577	67.3828	80.888	67.3828	80.3723
68.8477	80.1816	68.8477	80.5116	68.8477	80.2157	68.8477	80.476	68.8477	80.986	68.8477	80.4839
71.7773	80.6752	71.7773	81.0044	71.7773	80.7198	71.7773	80.9456	71.7773	81.3207	71.7773	80.9394
74.707	81.0413	74.707	81.3515	74.707	81.0943	74.707	81.2764	74.707	81.4978	74.707	81.2555
77.6367	81.3229	77.6367	81.6037	77.6367	81.3732	77.6367	81.5421	77.6367	81.6695	77.6367	81.5043
79.1016	81.5065	79.1016	81.771	79.1016	81.5532	79.1016	81.7199	79.1016	81.8179	79.1016	81.6754
82.0312	81.7691	82.0312	82.0631	82.0312	81.8268	82.0312	81.9942	82.0312	82.0741	82.0312	81.9472
84.9609	81.86	84.9609	82.1535	84.9609	81.9263	84.9609	82.0781	84.9609	82.1561	84.9609	82.0365
87.8906	82.2117	87.8906	82.5067	87.8906	82.2859	87.8906	82.3925	87.8906	82.3216	87.8906	82.3449
90.8203	82.8474	90.8203	83.0604	90.8203	82.938	90.8203	82.9416	90.8203	82.5117	90.8203	82.8638
95.2148	82.5787	95.2148	82.8079	95.2148	82.618	95.2148	82.7678	95.2148	82.7463	95.2148	82.7047
98.1445	82.8252	98.1445	83.0505	98.1445	82.8803	98.1445	82.9788	98.1445	82.8283	98.1445	82.9135
101.074	82.9847	101.074	83.2176	101.074	83.0577	101.074	83.1363	101.074	82.9315	101.074	83.0668
105.469	83.1634	105.469	83.4311	105.469	83.2635	105.469	83.3109	105.469	82.9555	105.469	83.2278
108.398	83.3397	108.398	83.5769	108.398	83.4432	108.398	83.4288	108.398	83.0042	108.398	83.3628
112.793	83.5685	112.793	83.7902	112.793	83.6856	112.793	83.6274	112.793	83.1535	112.793	83.5704
117.188	83.7666	117.188	83.9044	117.188	83.8645	117.188	83.7568	117.188	83.0859	117.188	83.6857
120.117	83.8043	120.117	84.0045	120.117	83.9259	120.117	83.8257	120.117	83.1249	120.117	83.7481
124.512	83.7216	124.512	83.8811	124.512	83.8311	124.512	83.763	124.512	83.1737	124.512	83.6814
128.906	83.7392	128.906	83.8908	128.906	83.8349	128.906	83.7469	128.906	83.1855	128.906	83.6866
133.301	83.7391	133.301	83.8457	133.301	83.8227	133.301	83.737	133.301	83.1536	133.301	83.667
139.16	83.6679	139.16	83.7464	139.16	83.7605	139.16	83.6427	139.16	83.0262	139.16	83.5772
143.555	83.6126	143.555	83.6484	143.555	83.7069	143.555	83.5449	143.555	82.9077	143.555	83.4937
147.949	83.5624	147.949	83.5781	147.949	83.668	147.949	83.4734	147.949	82.783	147.949	83.4244
153.809	83.5078	153.809	83.5172	153.809	83.6238	153.809	83.3869	153.809	82.6281	153.809	83.3471
159.668	83.4806	159.668	83.5232	159.668	83.6091	159.668	83.3608	159.668	82.5878	159.668	83.3275
165.527	83.5655	165.527	83.6152	165.527	83.694	165.527	83.437	165.527	82.7492	165.527	83.4252
171.387	83.5767	171.387	83.6122	171.387	83.727	171.387	83.3867	171.387	82.6225	171.387	83.4025
177.246	83.4817	177.246	83.4718	177.246	83.6663	177.246	83.259	177.246	82.2689	177.246	83.2567
183.105	83.1794	183.105	83.1756	183.105	83.3527	183.105	82.9956	183.105	82.1949	183.105	82.9981
188.965	83.1923	188.965	83.1378	188.965	83.3845	188.965	82.9228	188.965	82.0162	188.965	82.9561
196.289	83.2474	196.289	83.2469	196.289	83.4737	196.289	82.9661	196.289	81.9522	196.289	83.0089
203.613	83.1735	203.613	83.1146	203.613	83.4221	203.613	82.8054	203.613	81.6738	203.613	82.879
210.938	83.3206	210.938	83.1965	210.938	83.5284	210.938	82.9115	210.938	81.6124	210.938	82.9639
218.262	83.1547	218.262	83.0753	218.262	83.3764	218.262	82.7945	218.262	81.6194	218.262	82.846
225.586	83.1182	225.586	83.0733	225.586	83.3757	225.586	82.6979	225.586	81.6614	225.586	82.825
232.91	83.203	232.91	83.0781	232.91	83.4996	232.91	82.684	232.91	81.3859	232.91	82.8293
241.699	83.2747	241.699	83.0334	241.699	83.5051	241.699	82.7164	241.699	81.147	241.699	82.8099
250.488	83.2327	250.488	82.8145	250.488	83.4019	250.488	82.5984	250.488	81.0121	250.488	82.6891
259.277	83.6424	259.277	83.0913	259.277	83.8079	259.277	82.8027	259.277	81.1395	259.277	82.9932
268.066	83.4807	268.066	82.9227	268.066	83.6382	268.066	82.6871	268.066	81.132	268.066	82.8575
276.855	83.294	276.855	82.7841	276.855	83.5018	276.855	82.6027	276.855	80.7967	276.855	82.6929
287.109	83.4532	287.109	83.056	287.109	83.7217	287.109	82.6153	287.109	80.7414	287.109	82.8349
297.363	83.3884	297.363	83.0581	297.363	83.7689	297.363	82.7423	297.363	80.9575	297.363	82.8837
307.617	83.6578	307.617	83.3059	307.617	83.9837	307.617	82.8754	307.617	80.7004	307.617	83.0444
319.336	83.579	319.336	82.9972	319.336	83.8318	319.336	82.5109	319.336	80.5916	319.336	82.8416
329.59	83.5978	329.59	82.8804	329.59	83.8731	329.59	82.7052	329.59	80.2832	329.59	82.8339
341.309	83.5574	341.309	82.8364	341.309	83.7811	341.309	82.6073	341.309	80.4823	341.309	82.7961
353.027	83.675	353.027	82.6714	353.027	83.9468	353.027	82.5907	353.027	80.0816	353.027	82.786
366.211	83.798	366.211	83.1484	366.211	84.0285	366.211	82.7419	366.211	79.8755	366.211	82.9414
379.395	84.0968	379.395	83.4816	379.395	84.4776	379.395	83.2254	379.395	79.835	379.395	83.2903
392.578	84.1627	392.578	83.3262	392.578	84.3517	392.578	83.2293	392.578	80.2375	392.578	83.2806
405.762	83.9189	405.762	83.176	405.762	84.1542	405.762	82.9468	405.762	80.1599	405.762	83.0768
420.41	84.266	420.41	83.6123	420.41	84.6129	420.41	83.2544	420.41	79.7072	420.41	83.3889
435.059	83.7942	435.059	83.0822	435.059	84.0341	435.059	83.2108	435.059	79.5859	435.059	82.9948
451.172	84.3464	451.172	83.2911	451.172	84.6215	451.172	83.3382	451.172	79.9744	451.172	83.3859
465.82	84.3273	465.82	83.4505	465.82	84.6384	465.82	83.579	465.82	79.4502	465.82	83.4212
483.398	84.0864	483.398	83.3623	483.398	84.4953	483.398	83.5297	483.398	79.7397	483.398	83.3213
499.512	83.9992	499.512	83.0369	499.512	84.3738	499.512	83.4826	499.512	79.7893	499.512	83.1989
517.09	84.6125	517.09	83.3279	517.09	84.8264	517.09	83.8636	517.09	79.9549	517.09	83.6197
536.133	83.4886	536.133	82.1228	536.133	83.8942	536.133	82.927	536.133	79.8699	536.133	82.6704
555.176	84.3202	555.176	82.7395	555.176	84.9836	555.176	83.6643	555.176	79.3622	555.176	83.3933
574.219	84.2262	574.219	82.9108	574.219	84.7333	574.219	83.9467	574.219	79.522	574.219	83.4052
594.727	83.8388	594.727	82.2653	594.727	84.1327	594.727	83.7083	594.727	80.064	594.727	83.0356
615.234	83.8289	615.234	82.3981	615.234	84.3398	615.234	83.4089	615.234	79.685	615.234	83.0062
637.207	83.761	637.207	82.276	637.207	84.2747	637.207	83.3859	637.207	79.9146	637.207	82.9681
659.18	84.3133	659.18	81.3329	659.18	84.2341	659.18	82.6792	659.18	79.3581	659.18	82.7535
682.617	83.4233	682.617	81.7359	682.617	84.1726	682.617	82.1324	682.617	79.414	682.617	82.4612
707.52	83.6589	707.52	80.9872	707.52	84.3877	707.52	82.2477	707.52	79.0127	707.52	82.4543
732.422	84.0657	732.422	81.6866	732.422	84.1013	732.422	81.7559	732.422	78.4723	732.422	82.454
757.324	83.689	757.324	81.7784	757.324	83.7764	757.324	80.907	757.324	78.1704	757.324	82.1052
785.156	84.1116	785.156	82.2572	785.156	83.8701	785.156	80.942	785.156	78.614	785.156	82.3883
811.523	83.8875	811.523	81.4947	811.523	83.5588	811.523	80.0252	811.523	78.0878	811.523	81.9186
840.82	84.0724	840.82	81.4713	840.82	84.0692	840.82	79.8241	840.82	78.153	840.82	82.1077
870.117	83.6288	870.117	81.5491	870.117	84.4605	870.117	80.5987	870.117	77.7177	870.117	82.1836
900.879	83.8874	900.879	81.3896	900.879	84.6868	900.879	80.7321	900.879	78.4659	900.879	82.3819
933.105	83.436	933.105	81.4797	933.105	84.749	933.105	80.7832	933.105	77.7999	933.105	82.2514
965.332	83.8	965.332	81.8272	965.332	84.4995	965.332	80.6115	965.332	77.2023	965.332	82.2615
1,000.49	82.9919	1,000.49	80.3245	1,000.49	83.8323	1,000.49	80.8557	1,000.49	77.1797	1,000.49	81.5993
1,035.64	82.7756	1,035.64	81.6152	1,035.64	82.9173	1,035.64	79.9149	1,035.64	75.6819	1,035.64	81.2408
1,072.27	81.6984	1,072.27	80.8999	1,072.27	82.5285	1,072.27	79.9139	1,072.27	75.1917	1,072.27	80.6518
1,108.89	81.1292	1,108.89	79.8269	1,108.89	81.6593	1,108.89	78.3982	1,108.89	73.5858	1,108.89	79.6783
1,148.44	80.031	1,148.44	79.1081	1,148.44	81.3312	1,148.44	78.2905	1,148.44	72.994	1,148.44	79.0892
1,189.45	80.2007	1,189.45	79.2834	1,189.45	81.3006	1,189.45	78.8107	1,189.45	72.9441	1,189.45	79.2446
1,230.47	80.5011	1,230.47	80.7625	1,230.47	81.1311	1,230.47	79.2337	1,230.47	73.2758	1,230.47	79.6966
1,274.41	80.468	1,274.41	81.1826	1,274.41	81.921	1,274.41	79.4215	1,274.41	74.5165	1,274.41	80.121
1,319.82	81.6779	1,319.82	81.6618	1,319.82	82.6726	1,319.82	79.5783	1,319.82	74.5624	1,319.82	80.7784
1,366.7	83.0885	1,366.7	81.527	1,366.7	82.9715	1,366.7	79.8344	1,366.7	75.2928	1,366.7	81.2974
1,413.57	83.0195	1,413.57	81.61	1,413.57	83.7614	1,413.57	80.0811	1,413.57	75.5989	1,413.57	81.5911
1,463.38	83.3775	1,463.38	81.4254	1,463.38	83.5242	1,463.38	79.987	1,463.38	75.3636	1,463.38	81.5576
1,516.11	82.9762	1,516.11	81.7148	1,516.11	83.1718	1,516.11	80.1676	1,516.11	73.7926	1,516.11	81.3501
1,568.85	82.1731	1,568.85	82.4098	1,568.85	82.1745	1,568.85	78.6659	1,568.85	73.2412	1,568.85	80.7827
1,624.51	81.81	1,624.51	81.7481	1,624.51	81.6348	1,624.51	78.535	1,624.51	71.907	1,624.51	80.2845
1,681.64	82.1092	1,681.64	81.6369	1,681.64	82.4188	1,681.64	79.4592	1,681.64	72.4084	1,681.64	80.7081
1,741.7	82.3672	1,741.7	80.7507	1,741.7	83.0999	1,741.7	79.6032	1,741.7	72.9305	1,741.7	80.838
1,803.22	83.6176	1,803.22	82.3965	1,803.22	84.2379	1,803.22	80.2663	1,803.22	72.4841	1,803.22	82.0032
1,866.21	83.9247	1,866.21	82.0742	1,866.21	84.0392	1,866.21	80.2694	1,866.21	72.2606	1,866.21	81.9578
1,932.13	83.4769	1,932.13	81.3855	1,932.13	83.2449	1,932.13	79.5748	1,932.13	71.1693	1,932.13	81.3041
1,999.51	82.9729	1,999.51	80.709	1,999.51	82.8442	1,999.51	79.0657	1,999.51	70.2562	1,999.51	80.7901
2,069.82	81.9038	2,069.82	80.4192	2,069.82	82.4289	2,069.82	78.6168	2,069.82	69.2592	2,069.82	80.1807
2,143.07	81.7328	2,143.07	80.0803	2,143.07	82.6178	2,143.07	78.3095	2,143.07	69.108	2,143.07	80.0819
2,219.24	81.9351	2,219.24	79.5019	2,219.24	82.4071	2,219.24	77.8984	2,219.24	67.9236	2,219.24	79.8874
2,296.88	81.5729	2,296.88	78.3848	2,296.88	81.4981	2,296.88	76.5233	2,296.88	66.9722	2,296.88	79.0705
2,378.91	80.9207	2,378.91	78.646	2,378.91	81.0363	2,378.91	76.3104	2,378.91	66.0921	2,378.91	78.6994
2,462.4	79.9783	2,462.4	78.8683	2,462.4	81.9405	2,462.4	76.8095	2,462.4	65.8847	2,462.4	78.862
2,548.83	79.5905	2,548.83	78.3468	2,548.83	82.5424	2,548.83	77.5062	2,548.83	66.5985	2,548.83	79.0287
2,639.65	80.4417	2,639.65	77.9255	2,639.65	81.8543	2,639.65	77.2299	2,639.65	66.4202	2,639.65	78.8447
2,731.93	80.4985	2,731.93	77.2264	2,731.93	80.7228	2,731.93	76.1139	2,731.93	64.6013	2,731.93	78.1535
2,828.61	79.9166	2,828.61	76.9888	2,828.61	81.0206	2,828.61	76.1844	2,828.61	64.5915	2,828.61	78.0481
2,928.22	80.0066	2,928.22	77.5331	2,928.22	81.859	2,928.22	76.6525	2,928.22	64.8292	2,928.22	78.5678
3,030.76	80.4385	3,030.76	77.5937	3,030.76	82.4839	3,030.76	76.8177	3,030.76	64.9372	3,030.76	78.992
3,137.7	80.5853	3,137.7	76.8991	3,137.7	82.5084	3,137.7	76.7813	3,137.7	64.8388	3,137.7	78.9462
3,249.02	81.1154	3,249.02	77.6791	3,249.02	82.1639	3,249.02	76.2935	3,249.02	64.373	3,249.02	79.007
3,363.28	80.874	3,363.28	77.3799	3,363.28	82.3265	3,363.28	76.0154	3,363.28	63.6534	3,363.28	78.9224
3,481.93	80.7774	3,481.93	77.4096	3,481.93	82.8607	3,481.93	76.2829	3,481.93	63.9352	3,481.93	79.1684
3,604.98	81.2262	3,604.98	76.781	3,604.98	82.8028	3,604.98	76.8498	3,604.98	64.6618	3,604.98	79.2664
3,732.42	80.6847	3,732.42	76.0246	3,732.42	83.0377	3,732.42	76.8323	3,732.42	64.7844	3,732.42	79.134
3,864.26	80.9702	3,864.26	76.9912	3,864.26	83.2311	3,864.26	77.0378	3,864.26	64.4732	3,864.26	79.4333
4,000.49	81.2137	4,000.49	76.4992	4,000.49	82.5325	4,000.49	75.9846	4,000.49	64.1659	4,000.49	79.0129
4,141.11	80.5388	4,141.11	77.5737	4,141.11	82.9955	4,141.11	76.7038	4,141.11	64.0363	4,141.11	79.2332
4,287.6	80.5179	4,287.6	77.2532	4,287.6	83.3652	4,287.6	76.8596	4,287.6	65.0346	4,287.6	79.3905
4,438.48	81.0091	4,438.48	77.0577	4,438.48	83.2643	4,438.48	76.9463	4,438.48	65.0225	4,438.48	79.4613
4,595.21	81.828	4,595.21	76.9592	4,595.21	82.913	4,595.21	76.8294	4,595.21	63.8384	4,595.21	79.5247
4,756.35	82.4394	4,756.35	77.0631	4,756.35	83.3546	4,756.35	76.8102	4,756.35	63.6457	4,756.35	79.9388
4,924.8	81.9247	4,924.8	76.9495	4,924.8	84.0365	4,924.8	76.9805	4,924.8	62.7433	4,924.8	80.0893
5,097.66	81.6334	5,097.66	77.8124	5,097.66	83.0428	5,097.66	77.1614	5,097.66	63.7127	5,097.66	79.6563
5,277.83	81.8432	5,277.83	77.2298	5,277.83	82.5073	5,277.83	76.1948	5,277.83	63.4182	5,277.83	79.3214
5,463.87	81.1484	5,463.87	77.5656	5,463.87	83.0928	5,463.87	77.0603	5,463.87	64.0221	5,463.87	79.4894
5,657.23	80.6812	5,657.23	77.7424	5,657.23	82.6601	5,657.23	76.7106	5,657.23	63.3065	5,657.23	79.1379
5,856.45	81.2632	5,856.45	77.2507	5,856.45	82.4706	5,856.45	76.9468	5,856.45	62.4391	5,856.45	79.1881
6,062.99	82.0205	6,062.99	77.4591	6,062.99	82.773	6,062.99	76.3053	6,062.99	62.4524	6,062.99	79.5306
6,276.86	82.3422	6,276.86	77.632	6,276.86	82.884	6,276.86	76.6454	6,276.86	61.7443	6,276.86	79.7442
6,498.05	81.9303	6,498.05	77.3681	6,498.05	82.8575	6,498.05	76.635	6,498.05	62.0561	6,498.05	79.5548
6,726.56	80.7855	6,726.56	77.4155	6,726.56	83.0233	6,726.56	76.8578	6,726.56	62.6735	6,726.56	79.3037
6,963.87	80.252	6,963.87	77.4195	6,963.87	82.5284	6,963.87	76.4512	6,963.87	62.2069	6,963.87	78.8762
7,209.96	81.2594	7,209.96	77.3397	7,209.96	83.0433	7,209.96	77.0141	7,209.96	61.7553	7,209.96	79.4561
7,464.84	81.9229	7,464.84	77.3171	7,464.84	82.7025	7,464.84	76.6995	7,464.84	62.1316	7,464.84	79.4874
7,727.05	82.0196	7,727.05	77.4656	7,727.05	82.3799	7,727.05	76.9033	7,727.05	62.4986	7,727.05	79.4326
7,999.51	81.0494	7,999.51	77.2677	7,999.51	82.5528	7,999.51	77.0499	7,999.51	62.1766	7,999.51	79.1697
8,282.23	80.723	8,282.23	76.3724	8,282.23	82.1385	8,282.23	75.7864	8,282.23	60.7272	8,282.23	78.6236
8,573.73	80.7582	8,573.73	76.3483	8,573.73	82.7118	8,573.73	75.7817	8,573.73	59.9044	8,573.73	78.896
8,876.95	81.1236	8,876.95	76.3742	8,876.95	82.5339	8,876.95	75.8048	8,876.95	59.5293	8,876.95	78.9332
9,188.96	81.1113	9,188.96	76.3691	9,188.96	83.0102	9,188.96	76.012	9,188.96	59.4455	9,188.96	79.1729
9,514.16	81.0921	9,514.16	76.5182	9,514.16	82.4935	9,514.16	75.8789	9,514.16	58.3349	9,514.16	78.9255
9,849.61	81.3885	9,849.61	76.5791	9,849.61	82.606	9,849.61	75.629	9,849.61	58.8628	9,849.61	79.0602
10,196.8	81.4391	10,196.8	76.4329	10,196.8	82.3385	10,196.8	75.5725	10,196.8	58.3914	10,196.8	78.9362
10,555.7	81.0672	10,555.7	76.6587	10,555.7	82.0234	10,555.7	75.7064	10,555.7	59.2067	10,555.7	78.7107
10,927.7	80.9291	10,927.7	76.3649	10,927.7	82.1552	10,927.7	75.5966	10,927.7	57.831	10,927.7	78.6723
11,313	81.1102	11,313	76.1611	11,313	82.4174	11,313	75.514	11,313	57.3646	11,313	78.8202
11,712.9	80.8119	11,712.9	76.1252	11,712.9	82.688	11,712.9	75.6692	11,712.9	56.5722	11,712.9	78.8601
12,126	80.6065	12,126	75.6797	12,126	82.7627	12,126	74.8562	12,126	56.8945	12,126	78.7153
12,553.7	81.2124	12,553.7	75.4927	12,553.7	82.5376	12,553.7	74.695	12,553.7	56.1969	12,553.7	78.7725
12,996.1	80.906	12,996.1	75.4518	12,996.1	82.324	12,996.1	74.6681	12,996.1	57.2039	12,996.1	78.5597
13,454.6	80.4939	13,454.6	75.4463	13,454.6	82.0778	13,454.6	74.8886	13,454.6	56.6543	13,454.6	78.3216
13,929.2	79.9298	13,929.2	75.347	13,929.2	81.9323	13,929.2	75.1167	13,929.2	57.2787	13,929.2	78.0849
14,419.9	80.1666	14,419.9	75.1642	14,419.9	82.1461	14,419.9	75.2042	14,419.9	57.0321	14,419.9	78.2519
14,928.2	80.1291	14,928.2	74.9825	14,928.2	82.4332	14,928.2	75.1163	14,928.2	56.2063	14,928.2	78.3572
15,455.6	79.9188	15,455.6	74.7851	15,455.6	82.5345	15,455.6	74.8884	15,455.6	55.9123	15,455.6	78.3085
16,000.5	80.683	16,000.5	74.5463	16,000.5	82.3473	16,000.5	74.9008	16,000.5	55.3951	16,000.5	78.4318
16,564.5	79.2084	16,564.5	74.367	16,564.5	81.9895	16,564.5	74.6221	16,564.5	54.962	16,564.5	77.7536
17,148.9	79.7338	17,148.9	74.208	17,148.9	81.6296	17,148.9	74.4763	17,148.9	54.8909	17,148.9	77.6978
17,752.4	79.2291	17,752.4	74.2264	17,752.4	81.2889	17,752.4	74.2938	17,752.4	54.753	17,752.4	77.3548
18,379.4	79.0026	18,379.4	73.9591	18,379.4	80.8517	18,379.4	73.8613	18,379.4	54.5324	18,379.4	77.0009
19,026.9	78.7018	19,026.9	73.4585	19,026.9	80.0809	19,026.9	73.8772	19,026.9	54.1621	19,026.9	76.4913
19,697.8	77.74	19,697.8	72.8467	19,697.8	79.2198	19,697.8	73.6429	19,697.8	54.3146	19,697.8	75.6973
19,999.5	77.9017	19,999.5	72.2139	19,999.5	78.8967	19,999.5	73.426	19,999.5	56.4114	19,999.5	75.5229
